TECH_NAME,NAME,TYPE,RESPONSIBLE,MASTER_LANGUAGE,LANGUAGE,MASTER_SYSTEM,DESCRIPTION,VERSION,CHANGED_AT,CHANGED_BY,CREATED_AT,CREATED_BY,LOCKED_BY_EDITOR,PROGRAM_TYPE,SOURCE_OBJECT_STATUS,FIX_POINT_ARITHMETIC,ACTIVE_UNICODE_CHECK,PARENT
ZNWBC_USER_ROLE_DATA,ZNWBC_USER_ROLE_DATA,PROG/P,C5245511,EN,EN,EC3,Report to read user Tcodes access,active,2016-10-16T18:14:19Z,C5245511,2016-10-16T00:00:00Z,,false,executableProgram,,true,true,ZC5245511
ZZUPLOAD_FLQSUM,ZZUPLOAD_FLQSUM,PROG/P,I044319,EN,EN,EC3,Upload FLQSUM table records,active,2016-09-02T20:25:52Z,I044319,2014-04-10T00:00:00Z,,false,executableProgram,,true,true,Root
ZTDCLOGON_SCREEN,ZTDCLOGON_SCREEN,PROG/P,BAUERC,EN,EN,T70,.,active,2016-09-02T20:23:56Z,C5056040,2002-09-12T00:00:00Z,,false,executableProgram,,true,true,Root
ZTDC_PROFILE_CHANGE,ZTDC_PROFILE_CHANGE,PROG/P,BAUERC,DE,DE,EC3,Report schiesst Profile der TRAINING_## Usergr.auf SAP_ALL/SAP_NEW um,active,2016-09-02T20:23:59Z,RENDES,2002-09-30T00:00:00Z,,false,executableProgram,,true,true,Root
ZVB_BIC_BATCH_STATUS,ZVB_BIC_BATCH_STATUS,PROG/P,BAUERC,DE,DE,EC3,ZVB_BIC_BATCH_STATUS,active,2016-09-02T20:24:39Z,BAUERC,2003-05-13T00:00:00Z,,false,executableProgram,,true,true,Root
ZMCWCM01,ZMCWCM01,PROG/P,KRESS,DE,EN,IPM,Strategic,active,2016-09-02T20:20:02Z,KRESS,1998-03-04T00:00:00Z,,false,executableProgram,,true,false,Root
ZMCWCM02,ZMCWCM02,PROG/P,KRESS,DE,EN,IPM,Tactical/Season,active,2016-09-02T20:20:02Z,KRESS,1998-03-04T00:00:00Z,,false,executableProgram,,true,false,Root
ZMCWCM03,ZMCWCM03,PROG/P,KRESS,DE,EN,IPM,Tactical / Standard,active,2016-09-02T20:20:02Z,KRESS,1998-03-04T00:00:00Z,,false,executableProgram,,true,false,Root
ZMCWCM04,ZMCWCM04,PROG/P,KRESS,DE,EN,IPM,Operative / Standard,active,2016-09-02T20:20:03Z,KRESS,1998-03-04T00:00:00Z,,false,executableProgram,,true,false,Root
ZMCWCM05,ZMCWCM05,PROG/P,KRESS,DE,EN,IPM,Operative / Season,active,2016-09-02T20:20:03Z,KRESS,1998-03-04T00:00:00Z,,false,executableProgram,,true,false,Root
ZT-IDES-COOM-01,ZT-IDES-COOM-01,PROG/P,STADEL,DE,EN,EC3,IDES Overhead Cost Controlling    Orders,active,2016-09-02T20:23:35Z,STADEL,1998-06-23T00:00:00Z,,false,executableProgram,customerProduction,true,true,Root
Z_RKE_BW_FIX_OSS_197462,Z_RKE_BW_FIX_OSS_197462,PROG/P,HENRICH,DE,EN,EC3,Repair Program CO-PA: Master Data Datasources SAPNet Note 197462,active,2016-09-02T20:26:45Z,HENRICH,2000-01-28T00:00:00Z,,false,executableProgram,customerProduction,true,true,Root
ZCPDISPUTEBONUS,ZCPDISPUTEBONUS,PROG/P,LOEBLEIN,DE,EN,EC3,Payout for Dispute from Bonus agreement,active,2016-09-02T20:17:32Z,LOEBLEIN,2004-05-06T00:00:00Z,,false,executableProgram,customerProduction,true,true,Root
Z_FILL_TABLES_IN_OLTP_CR540,Z_FILL_TABLES_IN_OLTP_CR540,PROG/P,KULKA,EN,EN,EC3,Program Z_FILL_TABLES_IN_OLTP,active,2016-09-02T20:26:25Z,KULKA,2001-03-02T00:00:00Z,,false,executableProgram,test,true,true,Root
ZCR555_DATA_GENERATOR,ZCR555_DATA_GENERATOR,PROG/P,BOETTCHERK,EN,EN,EC3,Program ZCR555_DATA_GENERATOR,active,2016-09-02T20:17:33Z,BOETTCHERK,2004-06-04T00:00:00Z,,false,executableProgram,,true,true,Root
ZCR555_DATA_GENERATOR,ZCR555_DATA_GENERATOR,PROG/P,BOETTCHERK,EN,EN,EC3,Program ZCR555_DATA_GENERATOR,active,2016-09-02T20:17:33Z,BOETTCHERK,2004-06-04T00:00:00Z,,false,executableProgram,,true,true,ZCR555
ZPROJ_DETAILS_REP,ZPROJ_DETAILS_REP,PROG/P,I065658,EN,EN,EC3,Report ZPROJ_DETAILS_REP,active,2016-09-02T20:21:17Z,I065658,2013-02-28T00:00:00Z,,false,executableProgram,test,true,true,Root
ZPROJ_DETAILS_REPORT_NEW,ZPROJ_DETAILS_REPORT_NEW,PROG/P,I065658,EN,EN,EC3,Program ZPROJ_DETAILS_REPORT_NEW,active,2016-09-02T20:21:17Z,I065658,2013-02-28T00:00:00Z,,false,executableProgram,test,true,true,Root
ZQUOTATION_REPORT,ZQUOTATION_REPORT,PROG/P,I065658,EN,EN,EC3,Report ZQUOTATION_REPORT,active,2016-09-02T20:21:47Z,I065658,2013-02-28T00:00:00Z,,false,executableProgram,test,true,true,Root
ZPMB_LABOR,ZPMB_LABOR,PROG/P,I065658,EN,EN,EC3,PMB Labor Rate Analysis,active,2016-09-02T20:21:14Z,I065658,2015-09-24T00:00:00Z,,false,executableProgram,test,true,true,ZI061634
ZPMB_TIMEPHASED,ZPMB_TIMEPHASED,PROG/P,I065658,EN,EN,EC3,PMB Tabular Time phased Cost / Hours / QTY,active,2016-09-02T20:21:14Z,I065658,2015-09-24T00:00:00Z,,false,executableProgram,test,true,true,ZI061634
ZMM_GET_PO_PRICING_DETAILS,ZMM_GET_PO_PRICING_DETAILS,PROG/P,C5242760,EN,EN,EC3,PO Item level pricing Report,active,2016-09-02T20:20:16Z,C5242760,2016-04-29T00:00:00Z,,false,executableProgram,customerProduction,true,true,Root
ZCOST_COMP_REP01,ZCOST_COMP_REP01,PROG/P,I048109,EN,EN,EC3,Cost and Comparison Details,active,2016-09-02T20:17:31Z,I048109,2014-12-01T00:00:00Z,,false,executableProgram,test,true,true,Root
ZPROJPERF_REP01,ZPROJPERF_REP01,PROG/P,I048109,EN,EN,EC3,Project Performance Report,active,2016-09-02T20:21:16Z,I048109,2014-11-20T00:00:00Z,,false,executableProgram,test,true,true,Root
ZTFL_PDF_DISPLAY,ZTFL_PDF_DISPLAY,PROG/P,I048109,EN,EN,EC3,Display TFL in PDF,active,2016-09-02T20:24:06Z,I048109,2014-11-19T00:00:00Z,,false,executableProgram,,true,true,Root
ZTIMPERF_REP01,ZTIMPERF_REP01,PROG/P,I048109,EN,EN,EC3,Time Phased Performance,active,2016-09-02T20:24:13Z,I061634,2014-11-14T00:00:00Z,,false,executableProgram,test,true,true,Root
ZRBDSTATE,ZRBDSTATE,PROG/P,D048754,DE,EN,IDT,Send Audit Confirmations,active,2016-09-02T20:21:51Z,D048754,2007-08-24T00:00:00Z,,false,executableProgram,,true,true,Root
ZIDS00060,ZIDS00060,PROG/P,I802358,DE,EN,T13,Program for generating time control table,active,2016-09-02T20:19:23Z,C5056040,2002-09-27T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDS00061,ZIDS00061,PROG/P,I802358,DE,EN,T13,Program for generating time control table,active,2016-09-02T20:19:23Z,C5056040,2002-10-01T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDS00061_US,ZIDS00061_US,PROG/P,I802358,EN,EN,EC3,Program for generating time control table ZDG00,active,2016-09-02T20:19:24Z,I802358,2005-01-31T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDS00061_US_10,ZIDS00061_US_10,PROG/P,I802358,EN,EN,EC3,New Year procedure for ZDG10,active,2016-09-02T20:19:24Z,I802358,2005-01-31T00:00:00Z,,false,executableProgram,,true,true,Root
ZIDS00061_US_20,ZIDS00061_US_20,PROG/P,I802358,EN,EN,EC3,New Year procedure for ZDG20,active,2016-09-02T20:19:24Z,I802358,2005-01-31T00:00:00Z,,false,executableProgram,,true,true,Root
ZIDS00061_US_30,ZIDS00061_US_30,PROG/P,I802358,EN,EN,EC3,New Year Procedure for ZDG30,active,2016-09-02T20:19:25Z,I802358,2005-01-31T00:00:00Z,,false,executableProgram,,true,true,Root
ZIDS00070,ZIDS00070,PROG/P,I802358,DE,EN,T13,Program for generating time control table,active,2016-09-02T20:19:26Z,C5056040,2002-09-27T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDS00070DE,ZIDS00070DE,PROG/P,I802358,DE,EN,EC3,Program for generating time control table,active,2016-09-02T20:19:26Z,I802358,2003-12-31T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDS00070DE10,ZIDS00070DE10,PROG/P,I802358,DE,EN,EC3,Program for generating time control table,active,2016-09-02T20:19:27Z,I802358,2003-12-31T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDS00070DE3,ZIDS00070DE3,PROG/P,I802358,DE,EN,EC3,Program for generating time control table,active,2016-09-02T20:19:27Z,I802358,2003-12-31T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDS00070US10,ZIDS00070US10,PROG/P,I802358,DE,EN,EC3,Program for generating time control table,active,2016-09-02T20:19:27Z,I802358,2003-12-31T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDS00070US30,ZIDS00070US30,PROG/P,I802358,DE,EN,EC3,Program for generating time control table,active,2016-09-02T20:19:28Z,I802358,2003-12-31T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDSDATA,ZIDSDATA,PROG/P,I802358,DE,EN,EC3,Call CATT procedures to generate statistical data,active,2016-09-02T20:19:29Z,CURA,2002-12-05T00:00:00Z,,false,executableProgram,,true,true,Root
ZIDSDATA_U,ZIDSDATA_U,PROG/P,I802358,DE,EN,T13,Call CATT procedures to generate statistical data,active,2016-09-02T20:19:30Z,C5056040,2002-09-24T00:00:00Z,,false,executableProgram,,true,true,Root
ZDEL_HISTORY_DATE,ZDEL_HISTORY_DATE,PROG/P,I061017,EN,EN,IDT,Delete 0759 history active and inactive,active,2016-09-02T20:17:39Z,I061017,2011-12-02T00:00:00Z,,false,executableProgram,customerProduction,true,true,Root
ZDEL_HISTORY_DATE2,ZDEL_HISTORY_DATE2,PROG/P,I061017,EN,EN,IDT,Delete compensation data,active,2016-09-02T20:17:40Z,I061017,2011-12-02T00:00:00Z,,false,executableProgram,customerProduction,true,true,Root
ZR_CREATE_MAT_PRCOND,ZR_CREATE_MAT_PRCOND,PROG/P,C5161987,EN,EN,EC3,Material Extension Program,active,2016-09-02T20:22:17Z,C5161987,2012-06-20T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_ABAP1A,ZDS400_ABAP1A,PROG/P,BOES,EN,EN,TS1,zds400: exercise 1-1   read from internal table,active,2016-09-02T20:17:49Z,BOES,2003-05-21T00:00:00Z,,true,executableProgram,test,true,false,Root
ZDS400_ABAP1B,ZDS400_ABAP1B,PROG/P,BOES,EN,EN,TS1,zds400: exercise 1-2  fill internal table,active,2016-09-02T20:17:49Z,BOES,2003-05-21T00:00:00Z,,true,executableProgram,test,true,false,Root
ZDS400_ABAP2A,ZDS400_ABAP2A,PROG/P,BOES,EN,EN,TS1,zds400: exercise 2-1  comparing 2 table  (do-it-yourself),active,2016-09-02T20:17:50Z,BOES,2003-05-21T00:00:00Z,,true,executableProgram,test,true,false,Root
ZDS400_ABAP2B,ZDS400_ABAP2B,PROG/P,BOES,EN,EN,TS1,zds400: exercise 2-2  compare 2 tables (examples solutions),active,2016-09-02T20:17:50Z,BOES,2003-05-21T00:00:00Z,,true,executableProgram,test,true,false,Root
ZDS400_ABAP_EX_1,ZDS400_ABAP_EX_1,PROG/P,BOES,EN,EN,TS1,zds400  Ex.  ABAP 1:  read from internal table,active,2016-09-02T20:17:50Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_ABAP_EX_2,ZDS400_ABAP_EX_2,PROG/P,BOES,EN,EN,TS1,ZDS400: ABAP   Exercise 2,active,2016-09-02T20:17:50Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_ABAP_EX_3,ZDS400_ABAP_EX_3,PROG/P,BOES,EN,EN,TS1,ZDS400: ABAP exercise 3,active,2016-09-02T20:17:50Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_APDX_LZA,ZDS400_APDX_LZA,PROG/P,SCHWARZWE,DE,DE,TS1,exercise to runtime analysis (SE30),active,2016-09-02T20:17:51Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_APDX_SQL,ZDS400_APDX_SQL,PROG/P,SCHWARZWE,DE,DE,TS1,exercise to use the SQL trace,active,2016-09-02T20:17:51Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_APDX_SQL_CRT,ZDS400_APDX_SQL_CRT,PROG/P,SCHWARZWE,DE,DE,TS1,Anlage von Testdaten zum Programm ZDS400_APDX_SQL,active,2016-09-02T20:17:51Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_APDX_SQL_DEL,ZDS400_APDX_SQL_DEL,PROG/P,SCHWARZWE,DE,DE,TS1,Löschen von Testdaten zum Programm ZDS400_APDX_SQL,active,2016-09-02T20:17:51Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_BUF_EX1,ZDS400_BUF_EX1,PROG/P,SCHWARZWE,DE,DE,TS1,Übung zum Kapitel Buffering Data (Nutzung des Tabellenpuffers),active,2016-09-02T20:17:51Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_BUF_EX1_CRT_DEL,ZDS400_BUF_EX1_CRT_DEL,PROG/P,SCHWARZWE,DE,DE,TS1,Anlage oder Löschen der Daten zum Übungsprogramm ZDS400_BUF_EX1,active,2016-09-02T20:17:51Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_BUF_EX1_SOL,ZDS400_BUF_EX1_SOL,PROG/P,SCHWARZWE,DE,DE,TS1,Lösung zum Übungsprogramm ZDS400_BUF_EX1,active,2016-09-02T20:17:51Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_BUF_EX2,ZDS400_BUF_EX2,PROG/P,SCHWARZWE,DE,DE,TS1,exercise in chapter Buffering Data (buffering read modules),active,2016-09-02T20:17:51Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_BUF_EX2_CRT_DEL,ZDS400_BUF_EX2_CRT_DEL,PROG/P,SCHWARZWE,DE,DE,TS1,Anlage oder Löschen der Daten zum Übungsprogramm ZDS400_BUF_EX2,active,2016-09-02T20:17:51Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_BUF_EX2_SOL,ZDS400_BUF_EX2_SOL,PROG/P,SCHWARZWE,DE,DE,TS1,solution to exercise program ZDS400_BUF_EX2 (buffering read modules),active,2016-09-02T20:17:51Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_CONTROL_ALVGRID,ZDS400_CONTROL_ALVGRID,PROG/P,OSWALD,EN,EN,TS1,Program ZDS400_CONTROL_ALVGRID,active,2016-09-02T20:17:51Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_CONTROL_TREE,ZDS400_CONTROL_TREE,PROG/P,OSWALD,EN,EN,TS1,Include ZDS400_CONTROL_TREE,active,2016-09-02T20:17:52Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_DB_EXERCISE1,ZDS400_DB_EXERCISE1,PROG/P,LEBERER,DE,DE,TS1,Exercise 1: Testing 8 different query types,active,2016-09-02T20:17:52Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,,true,true,Root
ZDS400_DB_EXERCISE1_PREPARE,ZDS400_DB_EXERCISE1_PREPARE,PROG/P,LEBERER,EN,EN,TS1,Exercise 1: Preparation report to generate table data,active,2016-09-02T20:17:52Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,,true,true,Root
ZDS400_DB_EXERCISE1_TEMPLATE,ZDS400_DB_EXERCISE1_TEMPLATE,PROG/P,LEBERER,DE,DE,TS1,Exercise 1: Testing 8 different query types,active,2016-09-02T20:17:52Z,LEBERER,2003-05-21T00:00:00Z,,true,executableProgram,,true,false,Root
ZDS400_DB_EXERCISE2,ZDS400_DB_EXERCISE2,PROG/P,LEBERER,EN,EN,TS1,"Exercise 2, SELECT/ENDSELECT vs. SELECT INTO TABLE",active,2016-09-02T20:17:52Z,LEBERER,2003-05-21T00:00:00Z,,true,executableProgram,test,true,false,Root
ZDS400_DB_EXERCISE2_TEMPLATE,ZDS400_DB_EXERCISE2_TEMPLATE,PROG/P,LEBERER,EN,EN,TS1,"Exercise 2, SELECT/ENDSELECT vs. SELECT INTO TABLE",active,2016-09-02T20:17:53Z,LEBERER,2003-05-21T00:00:00Z,,true,executableProgram,test,true,false,Root
ZDS400_DB_EXERCISE3,ZDS400_DB_EXERCISE3,PROG/P,LEBERER,EN,EN,TS1,"Exercise 3: Using SELECT *, select <field list>, select <index only>",active,2016-09-02T20:17:53Z,LEBERER,2003-05-21T00:00:00Z,,true,executableProgram,,true,false,Root
ZDS400_DB_EXERCISE3_TEMPLATE,ZDS400_DB_EXERCISE3_TEMPLATE,PROG/P,LEBERER,EN,EN,TS1,"Exercise 3: Using SELECT *, select <field list>, select <index only>",active,2016-09-02T20:17:53Z,LEBERER,2003-05-21T00:00:00Z,,true,executableProgram,,true,false,Root
ZDS400_DB_EXERCISE4,ZDS400_DB_EXERCISE4,PROG/P,LEBERER,EN,EN,TS1,Exercise 4: Array-Inserts vs. Single Inserts; multi-indexed Inserts,active,2016-09-02T20:17:54Z,LEBERER,2003-05-21T00:00:00Z,,true,executableProgram,,true,false,Root
ZDS400_DB_EXERCISE4_TEMPLATE,ZDS400_DB_EXERCISE4_TEMPLATE,PROG/P,LEBERER,EN,EN,TS1,Exercise 4: Array-Inserts vs. Single Inserts; Inserts in many-indexed,active,2016-09-02T20:17:54Z,LEBERER,2003-05-21T00:00:00Z,,true,executableProgram,,true,false,Root
ZDS400_DB_EXERCISE5,ZDS400_DB_EXERCISE5,PROG/P,LEBERER,EN,EN,TS1,"Exercise 5: FOR ALL ENTRIES, Single Selects, Range Selects",active,2016-09-02T20:17:54Z,LEBERER,2003-05-21T00:00:00Z,,true,executableProgram,,true,false,Root
ZDS400_DB_EXERCISE5_TEMPLATE,ZDS400_DB_EXERCISE5_TEMPLATE,PROG/P,LEBERER,EN,EN,TS1,"Exercise 4: FOR ALL ENTRIES, Single Selects, Range Selects",active,2016-09-02T20:17:55Z,LEBERER,2003-05-21T00:00:00Z,,true,executableProgram,,true,false,Root
ZDS400_DB_EXERCISE6,ZDS400_DB_EXERCISE6,PROG/P,LEBERER,EN,EN,TS1,Exercise 5: filling index gaps with known values,active,2016-09-02T20:17:55Z,LEBERER,2003-05-21T00:00:00Z,,true,executableProgram,,true,false,Root
ZDS400_DB_EXERCISE6_PREPARE,ZDS400_DB_EXERCISE6_PREPARE,PROG/P,LEBERER,EN,EN,TS1,Exercise 5: Preparation report to fill ZDS400_BKPF and ZDS400_T001,active,2016-09-02T20:17:56Z,LEBERER,2003-05-21T00:00:00Z,,true,executableProgram,,true,false,Root
ZDS400_DB_EXERCISE6_TEMPLATE,ZDS400_DB_EXERCISE6_TEMPLATE,PROG/P,LEBERER,EN,EN,TS1,Exercise 5: filling index gaps with known values,active,2016-09-02T20:17:56Z,LEBERER,2003-05-21T00:00:00Z,,true,executableProgram,,true,false,Root
ZDS400_DB_EXERCISE7,ZDS400_DB_EXERCISE7,PROG/P,LEBERER,EN,EN,TS1,Exercise6: Using IN instead of <> for finite value set,active,2016-09-02T20:17:56Z,LEBERER,2003-05-21T00:00:00Z,,true,executableProgram,,true,false,Root
ZDS400_DB_EXERCISE7_TEMPLATE,ZDS400_DB_EXERCISE7_TEMPLATE,PROG/P,LEBERER,EN,EN,TS1,Exercise6: Using IN instead of <> for finite value set,active,2016-09-02T20:17:56Z,LEBERER,2003-05-21T00:00:00Z,,false,executableProgram,,true,false,Root
ZDS400_DB_NESTEDLOOP,ZDS400_DB_NESTEDLOOP,PROG/P,BOES,EN,EN,TS1,ZDS400: DB excersice  avoiding nested loops,active,2016-09-02T20:17:57Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_DB_NESTEDLOOP_X,ZDS400_DB_NESTEDLOOP_X,PROG/P,BOES,EN,EN,TS1,ZDS400: DB excersice avoiding nested selects  DD03L !!,active,2016-09-02T20:17:57Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_INTERFACE_PROGRAMMING,ZDS400_INTERFACE_PROGRAMMING,PROG/P,WILLY,EN,EN,TS1,Test runtime of interfaces (sRFC/tRFC/qRFC/qIN),active,2016-09-02T20:17:57Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,,true,true,Root
ZDS400_ITAB_SOL,ZDS400_ITAB_SOL,PROG/P,SCHWARZWE,DE,DE,TS1,"Solution to exercise ""Handling of nested internal tables""",active,2016-09-02T20:17:57Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_ITAB_TMPL,ZDS400_ITAB_TMPL,PROG/P,SCHWARZWE,DE,DE,TS1,"Template to exercise ""Handling of nested internal tables""",active,2016-09-02T20:17:58Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_PARA_DEMO,ZDS400_PARA_DEMO,PROG/P,SCHWARZWE,DE,DE,TS1,Demo program for parallel processing,active,2016-09-02T20:17:58Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_PARA_LOCK_DEMO,ZDS400_PARA_LOCK_DEMO,PROG/P,SCHWARZWE,DE,DE,TS1,Demo für Sperrkonflikte auf der DB bei parallelen Prozessen,active,2016-09-02T20:17:58Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_PREPARE,ZDS400_PREPARE,PROG/P,LEBERER,DE,DE,TS1,Preparation report for training class ZDS400,active,2016-09-02T20:17:58Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,,true,true,Root
ZDS400_RUNTIME_ANALYSIS,ZDS400_RUNTIME_ANALYSIS,PROG/P,WILLY,EN,EN,TS1,Test-Programm for Runtime Analysis,active,2016-09-02T20:17:59Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,,true,true,Root
ZDS400_SAPGUI_PROGRESS_INDI,ZDS400_SAPGUI_PROGRESS_INDI,PROG/P,OSWALD,EN,EN,TS1,Program ZDS400_CONTROL_ALVGRID,active,2016-09-02T20:17:59Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_TOOLS_ABAP,ZDS400_TOOLS_ABAP,PROG/P,BOESS,EN,EN,TS1,Program ZDS400_TOOLS_ABAP,active,2016-09-02T20:17:59Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZDS400_TOOLS_DB,ZDS400_TOOLS_DB,PROG/P,BOESS,EN,EN,TS1,ZDS400:  Tools SQL,active,2016-09-02T20:18:00Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,,true,true,Root
ZDS400_TOOLS_RFC,ZDS400_TOOLS_RFC,PROG/P,BOESS,EN,EN,TS1,Test runtime of interfaces (sRFC/tRFC/qRFC/qIN),active,2016-09-02T20:18:00Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,,true,true,Root
ZDS400_TRACE_EX1_SQL,ZDS400_TRACE_EX1_SQL,PROG/P,BOESS,DE,DE,TS1,Exercise 1: Testing 8 different query types,active,2016-09-02T20:18:00Z,BOESS,2003-05-21T00:00:00Z,,true,executableProgram,,true,false,Root
ZDS405_SE30_COMPARE,ZDS405_SE30_COMPARE,PROG/P,BOESS,EN,EN,TS1,Program ZDS405_SE30_COMPARE,active,2016-09-02T20:18:01Z,C5056040,2003-05-21T00:00:00Z,,false,executableProgram,system,true,true,Root
Z_CREATE_MATERIAL,Z_CREATE_MATERIAL,PROG/P,RUDISILL,EN,EN,EC3,Program Z_CREATE_MATERIAL,active,2016-09-02T20:26:17Z,C5056040,2002-07-09T00:00:00Z,,false,executableProgram,test,true,true,Root
Z_CREATE_MATERIAL_BOM_ITEMS,Z_CREATE_MATERIAL_BOM_ITEMS,PROG/P,RUDISILL,EN,EN,EC3,Program Z_CREATE_MATERIAL_BOM_ITEMS,active,2016-09-02T20:26:18Z,C5056040,2002-07-09T00:00:00Z,,false,executableProgram,test,true,true,Root
ZAPR709,ZAPR709,PROG/P,HESS,EN,EN,EC3,Cumulate B/S figures to april,active,2016-09-02T20:16:27Z,HESS,1999-01-21T00:00:00Z,,false,executableProgram,test,true,false,Root
ZAUG709,ZAUG709,PROG/P,HESS,EN,EN,EC3,Cumulate B/S figures to august,active,2016-09-02T20:16:30Z,HESS,1999-01-21T00:00:00Z,,false,executableProgram,test,true,false,Root
ZDEC709,ZDEC709,PROG/P,HESS,EN,EN,EC3,Cumulate B/S figures to december,active,2016-09-02T20:17:38Z,HESS,1999-01-21T00:00:00Z,,false,executableProgram,test,true,false,Root
ZECITEGG,ZECITEGG,PROG/P,HESS,EN,EN,EC3,Aspect 709 --> Aspect 712,active,2016-09-02T20:18:03Z,HESS,1999-01-18T00:00:00Z,,false,executableProgram,test,true,false,Root
Z_CREATE_MATERIAL,Z_CREATE_MATERIAL,PROG/P,RUDISILL,EN,EN,EC3,Program Z_CREATE_MATERIAL,active,2016-09-02T20:26:17Z,C5056040,2002-07-09T00:00:00Z,,false,executableProgram,test,true,true,ZECAD
ZECITEGR,ZECITEGR,PROG/P,HESS,EN,EN,EC3,Summarization:Consolidation Basic,active,2016-09-02T20:18:04Z,HESS,1998-10-09T00:00:00Z,,false,executableProgram,test,true,false,Root
Z_CREATE_MATERIAL_BOM_ITEMS,Z_CREATE_MATERIAL_BOM_ITEMS,PROG/P,RUDISILL,EN,EN,EC3,Program Z_CREATE_MATERIAL_BOM_ITEMS,active,2016-09-02T20:26:18Z,C5056040,2002-07-09T00:00:00Z,,false,executableProgram,test,true,true,ZECAD
ZFEB709,ZFEB709,PROG/P,HESS,EN,EN,EC3,Cumulate B/S figures to february,active,2016-09-02T20:18:12Z,HESS,1999-01-21T00:00:00Z,,false,executableProgram,test,true,false,Root
ZJAN709,ZJAN709,PROG/P,HESS,EN,EN,EC3,Cumulate B/S figures to january,active,2016-09-02T20:19:42Z,HESS,1999-01-21T00:00:00Z,,false,executableProgram,test,true,false,Root
ZJUL709,ZJUL709,PROG/P,HESS,EN,EN,EC3,Cumulate B/S figures to july,active,2016-09-02T20:19:43Z,HESS,1999-01-21T00:00:00Z,,false,executableProgram,test,true,false,Root
ZJUN709,ZJUN709,PROG/P,HESS,EN,EN,EC3,Cumulate B/S figures to june,active,2016-09-02T20:19:43Z,HESS,1999-01-21T00:00:00Z,,false,executableProgram,test,true,false,Root
ZMAR709,ZMAR709,PROG/P,HESS,EN,EN,EC3,Cumulate B/S figures to march,active,2016-09-02T20:19:58Z,HESS,1999-01-21T00:00:00Z,,false,executableProgram,test,true,false,Root
ZMAY709,ZMAY709,PROG/P,HESS,EN,EN,EC3,Cumulate B/S figures to may,active,2016-09-02T20:19:58Z,HESS,1999-01-21T00:00:00Z,,false,executableProgram,test,true,false,Root
