TECH_NAME,NAME,TYPE,RESPONSIBLE,MASTER_LANGUAGE,LANGUAGE,MASTER_SYSTEM,DESCRIPTION,VERSION,CHANGED_AT,CHANGED_BY,CREATED_AT,CREATED_BY,LOCKED_BY_EDITOR,PROGRAM_TYPE,SOURCE_OBJECT_STATUS,FIX_POINT_ARITHMETIC,ACTIVE_UNICODE_CHECK,PARENT
ZMH_CHECK_EC_EIS,ZMH_CHECK_EC_EIS,PROG/P,HESS,EN,EN,EC3,Program ZMH_CHECK_EC_EIS,active,2016-09-02T20:20:06Z,HESS,1998-10-09T00:00:00Z,,false,executableProgram,,true,true,Root
ZMM_SET_T093B,ZMM_SET_T093B,PROG/P,METZNERM,DE,DE,EC3,Ändern Tabelleneintrag T093B,active,2016-09-02T20:20:17Z,METZNERM,1998-06-03T00:00:00Z,,false,executableProgram,,true,true,Root
ZMWBSEG,ZMWBSEG,PROG/P,WEFERSM,EN,EN,EC3,Auswertung BSEG nach Kontenintervallen,active,2016-09-02T20:20:21Z,C5056040,1998-02-13T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMWCSKS,ZMWCSKS,PROG/P,WEFERSM,DE,DE,EC3,Anzeigen / Verändern Kostenstellen,active,2016-09-02T20:20:21Z,WEFERSM,1998-02-18T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMWFIAA_TABA,ZMWFIAA_TABA,PROG/P,METZNERM,DE,DE,EC3,Erzeugen von neuen Einträgen in FI-AA Tabelle TABA,active,2016-09-02T20:20:22Z,METZNERM,1998-06-08T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMWPCAFPM,ZMWPCAFPM,PROG/P,WEFERSM,EN,EN,EC3,"Report values by PrCtr for Performance Measures (ROA, CFS)",active,2016-09-02T20:20:22Z,WEFERSM,1998-05-20T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMWPORT0,ZMWPORT0,PROG/P,WEFERSM,EN,EN,EC3,Analysis of BKPF doc numbers for intervalls,active,2016-09-02T20:20:22Z,WEFERSM,1998-07-10T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMWSKB1,ZMWSKB1,PROG/P,WEFERSM,EN,EN,EC3,Display of account assignment to CoCd,active,2016-09-02T20:20:22Z,WEFERSM,1998-02-12T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMW_1_CHOOSE_FI_DOCUMENT,ZMW_1_CHOOSE_FI_DOCUMENT,PROG/P,HESS,DE,EN,EC3,Choose FI document,active,2016-09-02T20:20:23Z,WEFERSM,1998-07-23T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMW_1_RECON_FI_PCA_CS,ZMW_1_RECON_FI_PCA_CS,PROG/P,WEFERSM,DE,EN,EC3,Reconciliation of totals between FI - PCA - CS,active,2016-09-02T20:20:23Z,WEFERSM,1998-07-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMW_2_ANALYZE_ELIM_AR_AP,ZMW_2_ANALYZE_ELIM_AR_AP,PROG/P,WEFERSM,EN,EN,EC3,Test,active,2016-09-02T20:20:23Z,WEFERSM,1998-07-21T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMW_CASH_PROBLEM,ZMW_CASH_PROBLEM,PROG/P,WEFERSM,EN,EN,EC3,Analysis of Cash Account 110000 (CS 110100),active,2016-09-02T20:20:24Z,WEFERSM,1998-07-07T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMW_DELETE_CS_LEVEL_SPACE,ZMW_DELETE_CS_LEVEL_SPACE,PROG/P,WEFERSM,EN,EN,EC3,Delete CS records C200 6000 Level Space & 00 for both tables,active,2016-09-02T20:20:24Z,WEFERSM,1998-07-07T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMW_DELETE_CS_PARTNER,ZMW_DELETE_CS_PARTNER,PROG/P,WEFERSM,EN,EN,EC3,Delete CS records with incorrect Partner,active,2016-09-02T20:20:24Z,WEFERSM,1998-07-07T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMW_PRCTR_BUKRS,ZMW_PRCTR_BUKRS,PROG/P,WEFERSM,EN,EN,EC3,EC Integration: List of assigned CoCd to PrCtr,active,2016-09-02T20:20:25Z,WEFERSM,1998-06-03T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMW_REC1800,ZMW_REC1800,PROG/P,WEFERSM,EN,EN,EC3,Check Subsequent BA/PrCtr1,active,2016-09-02T20:20:25Z,WEFERSM,1998-06-28T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMW_SHOW_BSEG_AR_AP,ZMW_SHOW_BSEG_AR_AP,PROG/P,WEFERSM,EN,EN,EC3,EC Integration: Show A/R & A/P out of table BSEG,active,2016-09-02T20:20:25Z,WEFERSM,1998-06-18T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMW_SHOW_ECMCT_AR_AP,ZMW_SHOW_ECMCT_AR_AP,PROG/P,WEFERSM,EN,EN,EC3,print ECMCT for IC A/R and A/P,active,2016-09-02T20:20:25Z,WEFERSM,1998-06-28T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMW_SHOW_GLPCT_AR_AP,ZMW_SHOW_GLPCT_AR_AP,PROG/P,WEFERSM,EN,EN,EC3,Show PCA totals IC A/R and A/P,active,2016-09-02T20:20:26Z,WEFERSM,1998-06-28T00:00:00Z,,false,executableProgram,test,true,true,Root
ZMW_STATUS_TF261,ZMW_STATUS_TF261,PROG/P,WEFERSM,EN,EN,EC3,Set Status Data Monitor,active,2016-09-02T20:20:26Z,WEFERSM,1998-07-07T00:00:00Z,,false,executableProgram,test,true,true,Root
ZNOV709,ZNOV709,PROG/P,HESS,EN,EN,EC3,Cumulate B/S figures to november,active,2016-09-02T20:20:31Z,HESS,1999-01-21T00:00:00Z,,false,executableProgram,test,true,false,Root
ZOCT709,ZOCT709,PROG/P,HESS,EN,EN,EC3,Cumulate B/S figures to october,active,2016-09-02T20:20:32Z,HESS,1999-01-21T00:00:00Z,,false,executableProgram,test,true,false,Root
ZSEP709,ZSEP709,PROG/P,HESS,EN,EN,EC3,Cumulate B/S figures to september,active,2016-09-02T20:23:05Z,HESS,1999-01-21T00:00:00Z,,false,executableProgram,test,true,false,Root
ZOPEN_INVENTOR_MODEL,ZOPEN_INVENTOR_MODEL,PROG/P,C5175893,EN,EN,EC3,ZOPEN_INVENTOR_MODEL,active,2016-09-02T20:20:32Z,C5175893,2013-05-06T00:00:00Z,,false,executableProgram,customerProduction,true,true,Root
ZEHS_NOTUSED_PHRASES_DELETE,ZEHS_NOTUSED_PHRASES_DELETE,PROG/P,C5041498,DE,DE,EC3,Report zum Löschen von nicht verwendeten Phrasen,active,2016-09-02T20:18:05Z,BUCHERT,2003-03-20T00:00:00Z,,false,executableProgram,,true,true,Root
ZEHSM_PRC_CMR_IMPORT,ZEHSM_PRC_CMR_IMPORT,PROG/P,I824853,EN,EN,EC3,CMR supplier response import,active,2016-09-02T20:18:05Z,I824853,2013-04-04T00:00:00Z,,false,executableProgram,,true,true,ZEHSM_PRC_CONFLICT_MINERALS
ZOPEN_INVENTOR_MODEL,ZOPEN_INVENTOR_MODEL,PROG/P,C5175893,EN,EN,EC3,ZOPEN_INVENTOR_MODEL,active,2016-09-02T20:20:32Z,C5175893,2013-05-06T00:00:00Z,,false,executableProgram,customerProduction,true,true,ZEHSM_PRC
Z_EQUI_FN_SNO,Z_EQUI_FN_SNO,PROG/P,D045722,EN,EN,IDT,Program Z_EQUI_FN_SNO,active,2016-09-02T20:26:23Z,D045722,2009-10-09T00:00:00Z,,false,executableProgram,,true,true,Root
ZOPEN_INVENTOR_MODEL,ZOPEN_INVENTOR_MODEL,PROG/P,C5175893,EN,EN,EC3,ZOPEN_INVENTOR_MODEL,active,2016-09-02T20:20:32Z,C5175893,2013-05-06T00:00:00Z,,false,executableProgram,customerProduction,true,true,ZEHSM_PRC
ZPJ_MAT_UPLOAD,ZPJ_MAT_UPLOAD,PROG/P,EWMCLKU,EN,EN,EC3,product master mass upload,active,2016-09-02T20:21:12Z,EWMCLKU,2016-01-07T00:00:00Z,,false,executableProgram,,true,true,Root
Z_CHECK_SERVICE_SHEET_REP,Z_CHECK_SERVICE_SHEET_REP,PROG/P,C5146140,EN,EN,EC3,Service Entry sheet create,active,2016-09-02T20:26:16Z,C5146140,2015-06-19T00:00:00Z,,false,executableProgram,,true,true,Root
Z_CRT_MUL_INV_REP,Z_CRT_MUL_INV_REP,PROG/P,C5146140,EN,EN,EC3,Create multiple Invoice documents with status released,active,2016-09-02T20:26:18Z,C5146140,2015-06-12T00:00:00Z,,false,executableProgram,,true,true,Root
Z_CRT_MUL_SERVICE_SHEET_REP,Z_CRT_MUL_SERVICE_SHEET_REP,PROG/P,C5146140,EN,EN,EC3,Service Entry sheet create,active,2016-09-02T20:26:19Z,C5146140,2015-06-19T00:00:00Z,,false,executableProgram,,true,true,Root
Z_CHECK_SERVICE_SHEET_REP,Z_CHECK_SERVICE_SHEET_REP,PROG/P,C5146140,EN,EN,EC3,Service Entry sheet create,active,2016-09-02T20:26:16Z,C5146140,2015-06-19T00:00:00Z,,false,executableProgram,,true,true,ZFIORI
Z_CRT_MUL_INV_REP,Z_CRT_MUL_INV_REP,PROG/P,C5146140,EN,EN,EC3,Create multiple Invoice documents with status released,active,2016-09-02T20:26:18Z,C5146140,2015-06-12T00:00:00Z,,false,executableProgram,,true,true,ZFIORI
Z_CRT_MUL_SERVICE_SHEET_REP,Z_CRT_MUL_SERVICE_SHEET_REP,PROG/P,C5146140,EN,EN,EC3,Service Entry sheet create,active,2016-09-02T20:26:19Z,C5146140,2015-06-19T00:00:00Z,,false,executableProgram,,true,true,ZFIORI
ZFRA_RESET_BLOCK_VENDOR,ZFRA_RESET_BLOCK_VENDOR,PROG/P,HENRYM,EN,EN,EC3,Reset Payment Block of a Vendor,active,2016-09-28T15:25:45Z,HENRYM,2016-09-23T00:00:00Z,,false,executableProgram,,true,true,Root
ZPKTO,ZPKTO,PROG/P,C5032458,DE,DE,CI9,Punktekonto anzeigen,active,2016-09-02T20:21:13Z,C5056040,2003-09-29T00:00:00Z,,false,executableProgram,customerProduction,true,true,Root
ZSAPMPRAP,ZSAPMPRAP,PROG/P,RANGARAJU,EN,EN,DL3,Interface for non-SAP applicant system,active,2016-09-02T20:22:21Z,RANGARAJU,2005-11-11T00:00:00Z,,false,modulePool,customerProduction,true,true,Root
ZPIT007,ZPIT007,PROG/P,WGANGL,DE,DE,EC3,Anlegen IT0007 für BPDW,active,2016-09-02T20:21:12Z,WGANGL,2000-12-08T00:00:00Z,,false,executableProgram,,true,true,Root
ZPIT007,ZPIT007,PROG/P,WGANGL,DE,DE,EC3,Anlegen IT0007 für BPDW,active,2016-09-02T20:21:12Z,WGANGL,2000-12-08T00:00:00Z,,false,executableProgram,,true,true,ZHR0
Y_CLONE_PERNR,Y_CLONE_PERNR,PROG/P,HRDEVELOPER,EN,EN,EC3,Clone PERNR,active,2016-09-02T20:15:30Z,C5205625,2014-11-25T00:00:00Z,,false,executableProgram,,true,true,Root
ZRHCOPY00,ZRHCOPY00,PROG/P,HRDEVELOPER,DE,EN,EC3,Copy Object,active,2016-09-02T20:22:01Z,HRDEVELOPER,2014-11-25T00:00:00Z,,false,executableProgram,SAPStandardProduction,false,true,Root
ZHRO_ORGANIGRAMA_VISIO,ZHRO_ORGANIGRAMA_VISIO,PROG/P,STELLA,ES,ES,D6P,Organigrama en Visio,active,2016-09-02T20:18:40Z,C5056040,2002-01-04T00:00:00Z,,false,executableProgram,,true,true,Root
ZHRO_ORGANIGRAMA_VISIO_VF,ZHRO_ORGANIGRAMA_VISIO_VF,PROG/P,STELLA,ES,ES,EC3,Programa ZHRO_ORGANIGRAMA_VISIO_VF,active,2016-09-02T20:18:40Z,C5056040,2002-04-17T00:00:00Z,,false,executableProgram,,true,true,Root
ZHRR_ORGANIGRAMA,ZHRR_ORGANIGRAMA,PROG/P,STELLA,ES,ES,D6P,Organigrama de la empresa,active,2016-09-02T20:18:40Z,C5056040,2002-01-04T00:00:00Z,,false,executableProgram,,true,true,Root
ZHRR_ORGANIGRAMA_TREE,ZHRR_ORGANIGRAMA_TREE,PROG/P,STELLA,ES,ES,EC3,Organigrama,active,2016-09-02T20:18:40Z,STELLA,2002-04-10T00:00:00Z,,false,executableProgram,,true,true,Root
ZHRR_ORGANIGRAMA_TREE_PROV,ZHRR_ORGANIGRAMA_TREE_PROV,PROG/P,STELLA,ES,ES,EC3,Organigrama,active,2016-09-02T20:18:41Z,STELLA,2002-04-10T00:00:00Z,,false,executableProgram,,true,true,Root
ZHRR_ORGANIGRAMA_VF,ZHRR_ORGANIGRAMA_VF,PROG/P,STELLA,ES,ES,EC3,Nueva versión de exportación del organigrama SAP a MS-VISIO,active,2016-09-02T20:18:41Z,STELLA,2002-04-10T00:00:00Z,,false,executableProgram,,true,true,Root
ZHR_TIMESHEET,ZHR_TIMESHEET,PROG/P,C5252322,EN,EN,EC3,HR : Time Sheet Entry Update for Employees,active,2016-11-22T06:42:09Z,C5252322,2016-11-22T00:00:00Z,,false,executableProgram,SAPStandardProduction,true,true,Root
ZHR_TIMESHEET,ZHR_TIMESHEET,PROG/P,C5252322,EN,EN,EC3,HR : Time Sheet Entry Update for Employees,active,2016-11-22T06:42:09Z,C5252322,2016-11-22T00:00:00Z,,false,executableProgram,SAPStandardProduction,true,true,ZHR_TIMESHEET
ZI034103,ZI034103,PROG/P,I034103,EN,EN,DH3,Program by I034103,active,2016-09-02T20:18:46Z,I034103,2005-11-17T00:00:00Z,,false,executableProgram,,true,true,Root
Z_MASS_SALESORDER_CHANGE,Z_MASS_SALESORDER_CHANGE,PROG/P,I034103,EN,EN,IDT,Change/Reject Sales Order in Mass,active,2016-09-02T20:26:32Z,I034103,2006-07-07T00:00:00Z,,false,executableProgram,customerProduction,true,true,Root
ZI034103,ZI034103,PROG/P,I034103,EN,EN,DH3,Program by I034103,active,2016-09-02T20:18:46Z,I034103,2005-11-17T00:00:00Z,,false,executableProgram,,true,true,ZI034103
Z_MASS_SALESORDER_CHANGE,Z_MASS_SALESORDER_CHANGE,PROG/P,I034103,EN,EN,IDT,Change/Reject Sales Order in Mass,active,2016-09-02T20:26:32Z,I034103,2006-07-07T00:00:00Z,,false,executableProgram,customerProduction,true,true,ZI034103
ZMAINTAIN_ACTIVITY,ZMAINTAIN_ACTIVITY,PROG/P,I035834,EN,EN,IDT,Actvity Maintain,active,2016-09-02T20:19:57Z,I035834,2007-06-28T00:00:00Z,,false,executableProgram,,true,true,Root
ZI034103,ZI034103,PROG/P,I034103,EN,EN,DH3,Program by I034103,active,2016-09-02T20:18:46Z,I034103,2005-11-17T00:00:00Z,,false,executableProgram,,true,true,ZI034103
Z_MASS_SALESORDER_CHANGE,Z_MASS_SALESORDER_CHANGE,PROG/P,I034103,EN,EN,IDT,Change/Reject Sales Order in Mass,active,2016-09-02T20:26:32Z,I034103,2006-07-07T00:00:00Z,,false,executableProgram,customerProduction,true,true,ZI034103
ZI034103,ZI034103,PROG/P,I034103,EN,EN,DH3,Program by I034103,active,2016-09-02T20:18:46Z,I034103,2005-11-17T00:00:00Z,,false,executableProgram,,true,true,ZI034103
Z_MASS_SALESORDER_CHANGE,Z_MASS_SALESORDER_CHANGE,PROG/P,I034103,EN,EN,IDT,Change/Reject Sales Order in Mass,active,2016-09-02T20:26:32Z,I034103,2006-07-07T00:00:00Z,,false,executableProgram,customerProduction,true,true,ZI034103
ZTEMPLATE_GENERATE,ZTEMPLATE_GENERATE,PROG/P,I044730,EN,EN,IDT,Generate Report,active,2016-09-02T20:24:00Z,I044730,2010-12-17T00:00:00Z,,false,executableProgram,,true,true,Root
YSTARWC,YSTARWC,PROG/P,YANG,EN,EN,IDC,Selection of CATTs,active,2016-09-02T20:13:56Z,C5056040,1997-03-17T00:00:00Z,,false,executableProgram,SAPStandardProduction,true,true,Root
ZCATTFILE,ZCATTFILE,PROG/P,HAMED,DE,EN,EC3,Up- / Download- / Delete von CATTs,active,2016-09-02T20:17:17Z,C5056040,1998-11-06T00:00:00Z,,false,executableProgram,,true,true,Root
ZES_VA01,ZES_VA01,PROG/P,C5061569,EN,EN,IDT,Report wrapper to call eCATT ZES_VA01,active,2016-09-02T20:18:09Z,MARTINK,2008-06-07T00:00:00Z,,false,executableProgram,,true,true,Root
ZBMDSDVSO,ZBMDSDVSO,PROG/P,MICHALSKY,EN,EN,EC3,Switch VSO / DSD on / off,active,2016-09-02T20:17:05Z,MICHALSKY,2004-09-06T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDESMATDOCSMI,ZIDESMATDOCSMI,PROG/P,MICHALSKY,EN,EN,EC3,Select SMI Material Documents for archiving,active,2016-09-02T20:19:08Z,MICHALSKY,2003-08-13T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDESVENDORSSMI,ZIDESVENDORSSMI,PROG/P,MICHALSKY,EN,EN,EC3,ZIDESVENDORS SMI set deletion indicator,active,2016-09-02T20:19:09Z,MICHALSKY,2003-08-13T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDES_CATT_APO_TPVS_START_CONV,ZIDES_CATT_APO_TPVS_START_CONV,PROG/P,MICHALSKY,DE,DE,EC3,Starts CATT´s in some copies of ID3,active,2016-09-02T20:19:09Z,MICHALSKY,2002-11-08T00:00:00Z,,false,executableProgram,,true,true,Root
ZIDES_PLANT_ADDRESS_UPDATE,ZIDES_PLANT_ADDRESS_UPDATE,PROG/P,STADEL,DE,DE,EC3,Update Werksadresse: Transfer,active,2016-09-02T20:19:14Z,STADEL,2001-08-30T00:00:00Z,,false,executableProgram,,true,true,Root
ZIDES_SMEN_BUFFI,ZIDES_SMEN_BUFFI,PROG/P,MICHALSKY,EN,EN,EC3,AIN: change server in url of auto id node in favorites,active,2016-09-02T20:19:17Z,MICHALSKY,2004-10-28T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDES_SMI_DEL_PICK_AND_GR,ZIDES_SMI_DEL_PICK_AND_GR,PROG/P,MICHALSKY,EN,EN,EC3,ZIDES_SMI_DEL_PICK_AND_GR,active,2016-09-02T20:19:17Z,MICHALSKY,2004-02-20T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDES_TMP_CHANGE_LCRSAPRFC,ZIDES_TMP_CHANGE_LCRSAPRFC,PROG/P,MICHALSKY,EN,EN,DMO,ZIDES_TMP_CHANGE_LCRSAPRFC,active,2016-09-02T20:19:18Z,MICHALSKY,2003-11-24T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDES_TPVS_PC_R3,ZIDES_TPVS_PC_R3,PROG/P,MICHALSKY,DE,DE,EC3,Start CATTs to run IDES TPVS PC demo for week yyyyww R/3 part,active,2016-09-02T20:19:18Z,MICHALSKY,2002-11-08T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDES_TPVS_PC_R3_BI_VARIANT,ZIDES_TPVS_PC_R3_BI_VARIANT,PROG/P,MICHALSKY,DE,DE,EC3,ZIDES_TPVS_PC_R3_BI_VARIANT,active,2016-09-02T20:19:18Z,MICHALSKY,2002-11-08T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDES_TPVS_PC_R3_CREATE_JOBS,ZIDES_TPVS_PC_R3_CREATE_JOBS,PROG/P,MICHALSKY,DE,DE,EC3,ZIDES_TPVS_PC_R3_CREATE_JOBS,active,2016-09-02T20:19:19Z,MICHALSKY,2002-11-08T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDES_TPVS_PUMP_R3,ZIDES_TPVS_PUMP_R3,PROG/P,MICHALSKY,DE,DE,EC3,Start CATTs to run IDES TPVS PC demo for week yyyyww R/3 part,active,2016-09-02T20:19:19Z,MICHALSKY,2002-11-08T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDES_TPVS_PUMP_R3_BI_VARIANT,ZIDES_TPVS_PUMP_R3_BI_VARIANT,PROG/P,MICHALSKY,DE,DE,EC3,ZIDES_TPVS_PC_R3_BI_VARIANT,active,2016-09-02T20:19:19Z,MICHALSKY,2002-11-08T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDES_TPVS_PUMP_R3_CREATE_JOBS,ZIDES_TPVS_PUMP_R3_CREATE_JOBS,PROG/P,MICHALSKY,DE,DE,EC3,ZIDES_TPVS_PUMP_R3_CREATE_JOBS,active,2016-09-02T20:19:19Z,MICHALSKY,2002-11-08T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDES_TPVS_VSWM_R3,ZIDES_TPVS_VSWM_R3,PROG/P,MICHALSKY,DE,DE,EC3,Start CATTs to run IDES TPVS PC demo for week yyyyww R/3 part,active,2016-09-02T20:19:19Z,MICHALSKY,2002-12-06T00:00:00Z,,false,executableProgram,test,true,true,Root
ZIDES_TPVS_VSWM_R3_CREATE_JOBS,ZIDES_TPVS_VSWM_R3_CREATE_JOBS,PROG/P,MICHALSKY,DE,DE,EC3,ZIDES_TPVS_PUMP_R3_CREATE_JOBS,active,2016-09-02T20:19:19Z,MICHALSKY,2002-12-06T00:00:00Z,,false,executableProgram,test,true,true,Root
ZNEXTCP1,ZNEXTCP1,PROG/P,MICHALSKY,DE,DE,EC3,Next available week 200246 - 201052,active,2016-09-02T20:20:29Z,MICHALSKY,2003-05-15T00:00:00Z,,false,executableProgram,,true,true,Root
ZNEXTCPVMIXI,ZNEXTCPVMIXI,PROG/P,MICHALSKY,DE,DE,DR3,Next available week 200246 - 201052,active,2016-09-02T20:20:29Z,MICHALSKY,2003-09-26T00:00:00Z,,false,executableProgram,,true,true,Root
ZNEXTPC,ZNEXTPC,PROG/P,MICHALSKY,DE,DE,EC3,Next available week 200246 - 201052,active,2016-09-02T20:20:29Z,MICHALSKY,2003-02-05T00:00:00Z,,false,executableProgram,,true,true,Root
ZNEXTPMP,ZNEXTPMP,PROG/P,MICHALSKY,DE,DE,EC3,Next available week 200246 - 201052,active,2016-09-02T20:20:29Z,MICHALSKY,2003-02-05T00:00:00Z,,false,executableProgram,,true,true,Root
ZNEXTSMI,ZNEXTSMI,PROG/P,MICHALSKY,DE,DE,EC3,Next available week 200246 - 201052,active,2016-09-02T20:20:29Z,MICHALSKY,2003-08-18T00:00:00Z,,false,executableProgram,,true,true,Root
ZNEXTVSWM,ZNEXTVSWM,PROG/P,MICHALSKY,DE,DE,EC3,Next available week 200246 - 201052,active,2016-09-02T20:20:29Z,MICHALSKY,2003-02-05T00:00:00Z,,false,executableProgram,,true,true,Root
ZPLMZCHKANDUPD,ZPLMZCHKANDUPD,PROG/P,SCHULZET,EN,EN,EC3,ZPLMZCHKANDUPD,active,2016-09-02T20:21:14Z,SCHULZET,2005-02-11T00:00:00Z,,false,executableProgram,,true,true,Root
ZRUN_RCOCB004,ZRUN_RCOCB004,PROG/P,SCHULZET,DE,DE,EC3,RCOCB004 run every minute except in Master,active,2016-09-02T20:22:16Z,FISCHER,2002-12-20T00:00:00Z,,false,executableProgram,test,true,true,Root
ZSMQ1_CLEAR_890,ZSMQ1_CLEAR_890,PROG/P,SCHULZET,EN,EN,EC3,Clear Hung Queue Entries from SMQ1,active,2016-09-02T20:23:20Z,SCHULZET,2012-01-26T00:00:00Z,,false,executableProgram,test,true,true,Root
ZRSLDAP_VD_WIZARD,ZRSLDAP_VD_WIZARD,PROG/P,D019687,EN,EN,IDT,HR-LDAP-Sync. customizing for SAP NetWeaver Identity Management,active,2016-09-02T20:22:15Z,WEISSANJA,2007-05-31T00:00:00Z,,false,executableProgram,,true,true,Root
ZAPMP56T,ZAPMP56T,PROG/P,SOHN,DE,EN,IDT,,active,2016-09-02T20:16:26Z,SOHN,2005-02-11T00:00:00Z,,false,modulePool,SAPStandardProduction,true,true,Root
ZTRIPRPT,ZTRIPRPT,PROG/P,SOHN,DE,EN,IDT,Program RSWKSTRT,active,2016-09-02T20:24:22Z,SOHN,2005-02-11T00:00:00Z,,false,executableProgram,SAPStandardProduction,true,true,Root
ZT-IDES-IM-01,ZT-IDES-IM-01,PROG/P,STADEL,DE,EN,EC3,IDES Investment Management        Investment Projects,active,2016-09-02T20:23:40Z,STADEL,1998-06-22T00:00:00Z,,false,executableProgram,test,true,true,Root
ZT-IDES-IM-02,ZT-IDES-IM-02,PROG/P,STADEL,DE,EN,EC3,,active,2016-09-02T20:23:40Z,STADEL,1999-07-02T00:00:00Z,,false,executableProgram,test,true,true,Root
ZFOL2_1,ZFOL2_1,PROG/P,INA,DE,EN,EC3,Data output in lists,active,2016-09-02T20:18:17Z,INA,1998-08-24T00:00:00Z,,false,executableProgram,test,true,true,Root
Z_DYNPRO_CALL,Z_DYNPRO_CALL,PROG/P,INA,DE,EN,EC3,Buffer data in internal table,active,2016-09-02T20:26:22Z,INA,1998-08-20T00:00:00Z,,false,executableProgram,test,true,true,Root
Z_ITAB_BUFFER,Z_ITAB_BUFFER,PROG/P,INA,DE,EN,EC3,Buffer data in internal table,active,2016-09-02T20:26:30Z,INA,1998-08-18T00:00:00Z,,false,executableProgram,test,true,true,Root
Z_ITAB_BUFFER_INNER_JOIN,Z_ITAB_BUFFER_INNER_JOIN,PROG/P,INA,DE,EN,EC3,Buffer data in internal table,active,2016-09-02T20:26:30Z,INA,1998-08-18T00:00:00Z,,false,executableProgram,test,true,true,Root
Z_TRANSACTION,Z_TRANSACTION,PROG/P,INA,DE,EN,EC3,Successfully changed data:,active,2016-09-02T20:26:54Z,INA,1998-08-21T00:00:00Z,,true,executableProgram,,true,false,Root
Z_RSWUWFML6,Z_RSWUWFML6,PROG/P,I044730,EN,EN,IDT,Sending notifications for work items,active,2016-09-02T20:26:46Z,I044730,2009-05-05T00:00:00Z,,false,executableProgram,,true,true,Root
ZCPMGRMS,ZCPMGRMS,PROG/P,D017664,DE,EN,EC3,Calculate Margins in Separate Info Structure,active,2016-09-02T20:17:33Z,D017664,1998-07-16T00:00:00Z,,false,subroutinePool,,true,true,Root
Z_RSWUWFML6,Z_RSWUWFML6,PROG/P,I044730,EN,EN,IDT,Sending notifications for work items,active,2016-09-02T20:26:46Z,I044730,2009-05-05T00:00:00Z,,false,executableProgram,,true,true,ZIPD
Z_MAINTAIN_EQUIPMENT,Z_MAINTAIN_EQUIPMENT,PROG/P,D045710,EN,EN,IDT,Program Z_MAINTAIN_EQUIPMENT,active,2016-09-02T20:26:32Z,D045710,2009-08-14T00:00:00Z,,false,executableProgram,,true,true,Root
Z_MAINTAIN_EQUIPMENT,Z_MAINTAIN_EQUIPMENT,PROG/P,D045710,EN,EN,IDT,Program Z_MAINTAIN_EQUIPMENT,active,2016-09-02T20:26:32Z,D045710,2009-08-14T00:00:00Z,,false,executableProgram,,true,true,ZIUID
ZKN_FREITAG_LSG,ZKN_FREITAG_LSG,PROG/P,KNECHTC,DE,DE,EC3,"Programm ohne ""Schönheitsfehler""",active,2016-09-02T20:19:50Z,KNECHTC,2004-04-13T00:00:00Z,,false,executableProgram,,true,true,Root
ZKN_FREITAG_VORLAGE,ZKN_FREITAG_VORLAGE,PROG/P,KNECHTC,DE,DE,EC3,"Programm mit ""Schönheitsfehlern""",active,2016-09-02T20:19:50Z,C5056040,2004-04-13T00:00:00Z,,false,executableProgram,,true,true,Root
ZKN_ITAB1_LSG,ZKN_ITAB1_LSG,PROG/P,KNECHTC,DE,DE,EC3,Korrigierte Fassung für Wiederholung am Mittwoch,active,2016-09-02T20:19:50Z,KNECHTC,2004-04-13T00:00:00Z,,false,executableProgram,,true,true,Root
ZKN_ITAB1_VORLAGE,ZKN_ITAB1_VORLAGE,PROG/P,KNECHTC,DE,DE,EC3,Programm mit leichten Fehlern,active,2016-09-02T20:19:51Z,C5056040,2004-04-13T00:00:00Z,,false,executableProgram,,true,true,Root
