OBJECT_TYPE,OBJECT_NAME,TECH_NAME,OBJECT_URI,OBJECT_VIT_URI,EXPANDABLE
DEVC/K,ZEBPP,ZEBPP,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEBPP,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEBPP,X
DEVC/K,ZEC,ZEC,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEC,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEC,X
DEVC/K,ZEC0,ZEC0,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEC0,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEC0,X
DEVC/K,ZECAD,ZECAD,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZECAD,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZECAD,X
DEVC/K,ZECI,ZECI,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZECI,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZECI,X
DEVC/K,ZECM0,ZECM0,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZECM0,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZECM0,X
DEVC/K,ZEHPSS,ZEHPSS,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEHPSS,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEHPSS,X
DEVC/K,ZEHS,ZEHS,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEHS,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEHS,X
DEVC/K,ZEHSM,ZEHSM,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEHSM,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEHSM,X
DEVC/K,ZEHSM_PRC,ZEHSM_PRC,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEHSM_PRC,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEHSM_PRC,X
DEVC/K,ZEHSM_PRC_CONFLICT_MINERALS,ZEHSM_PRC_CONFLICT_MINERALS,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEHSM_PRC_CONFLICT_MINERALS,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEHSM_PRC_CONFLICT_MINERALS,X
DEVC/K,ZEHS_IDES,ZEHS_IDES,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEHS_IDES,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEHS_IDES,X
DEVC/K,ZEHS_INC_MANAGEMENT_PKG,ZEHS_INC_MANAGEMENT_PKG,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEHS_INC_MANAGEMENT_PKG,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEHS_INC_MANAGEMENT_PKG,X
DEVC/K,ZELF,ZELF,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZELF,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZELF,X
DEVC/K,ZEM_SERIALNO,ZEM_SERIALNO,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEM_SERIALNO,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEM_SERIALNO,X
DEVC/K,ZENQ,ZENQ,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZENQ,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZENQ,X
DEVC/K,ZEPF_GOTC,ZEPF_GOTC,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEPF_GOTC,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEPF_GOTC,X
DEVC/K,ZEPX_FINFRAG,ZEPX_FINFRAG,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEPX_FINFRAG,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEPX_FINFRAG,X
DEVC/K,ZEQUI_FN_SNO,ZEQUI_FN_SNO,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEQUI_FN_SNO,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEQUI_FN_SNO,X
DEVC/K,ZEREC,ZEREC,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEREC,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEREC,X
DEVC/K,ZERECR_SUCC,ZERECR_SUCC,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZERECR_SUCC,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZERECR_SUCC,X
DEVC/K,ZERP_EQ,ZERP_EQ,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZERP_EQ,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZERP_EQ,X
DEVC/K,ZERP_ER_PKG,ZERP_ER_PKG,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZERP_ER_PKG,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZERP_ER_PKG,X
DEVC/K,ZERP_SLS_LEAN_SALES_UI,ZERP_SLS_LEAN_SALES_UI,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZERP_SLS_LEAN_SALES_UI,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZERP_SLS_LEAN_SALES_UI,X
DEVC/K,ZEU178,ZEU178,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEU178,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEU178,X
DEVC/K,ZEWM,ZEWM,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEWM,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZEWM,X
DEVC/K,ZFG_DBR34912,ZFG_DBR34912,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFG_DBR34912,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFG_DBR34912,X
DEVC/K,ZFI0,ZFI0,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFI0,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFI0,X
