ID,TECH_NAME,NAME,TYPE,RESPONSIBLE,MASTER_LANGUAGE,MASTER_SYSTEM,DESCRIPTION,VERSION,CHANGED_AT,CHANGED_BY,CREATED_AT,CREATED_BY,PARENT_ID
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZREJ,ZZREJ,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZSALESREP,ZZSALESREP,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0042B,ZZTEL0042B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0043B,ZZTEL0043B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0044B,ZZTEL0044B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0045B,ZZTEL0045B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0046B,ZZTEL0046B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0047B,ZZTEL0047B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0048B,ZZTEL0048B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0049B,ZZTEL0049B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0050B,ZZTEL0050B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0051B,ZZTEL0051B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0052B,ZZTEL0052B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0053B,ZZTEL0053B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0054B,ZZTEL0054B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0055B,ZZTEL0055B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0056B,ZZTEL0056B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0057B,ZZTEL0057B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0058B,ZZTEL0058B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0059B,ZZTEL0059B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0060B,ZZTEL0060B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0061B,ZZTEL0061B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
c7dc2024-b9f7-437f-94a1-1070188c4a24,ZZTEL0062B,ZZTEL0062B,DEVC/K,,,,,active,,,,,e647ecf0-6ec2-41aa-9356-128cfbefd329
