TECH_NAME,NAME,TYPE,RESPONSIBLE,MASTER_LANGUAGE,LANGUAGE,MASTER_SYSTEM,DESCRIPTION,VERSION,CHANGED_AT,CHANGED_BY,CREATED_AT,CREATED_BY
ZBUTHOBBY,ZBUTHOBBY,TABL/DT,MICHELC,DE,EN,T71,Business Partner: Hobby,active,2016-09-02T12:15:46Z,MICHELC,,
ZTB001,ZTB001,TABL/DT,MICHELC,DE,EN,T71,Business Partner: Erstkontakt Customizing,active,2016-09-02T13:02:17Z,MICHELC,,
ZTB001T,ZTB001T,TABL/DT,MICHELC,DE,EN,T71,Business Partner: Erstkontakt Customizing Texte,active,2016-09-02T13:35:48Z,KRELLJ,,
ZV_ZTB001,ZV_ZTB001,VIEW/DV,MICHELC,DE,EN,T71,Business Partner:  Erstkontakt: Customizing View,active,2016-09-02T14:06:41Z,MICHELC,,
ZV_TEST_BSEG,ZV_TEST_BSEG,VIEW/DV,D625,DE,EN,I01,ZV_TEST_BSEG,active,2021-02-02T12:40:47Z,D625,2021-02-01T23:00:00Z,
ZV_TEST_N,ZV_TEST_N,VIEW/DV,D625,DE,EN,I01,ZV_TEST_N,active,2021-02-02T11:29:14Z,D625,2021-02-01T23:00:00Z,
ZBUTHOBBY,ZBUTHOBBY,TABL/DT,MICHELC,DE,EN,T71,Business Partner: Hobby,active,2016-09-02T12:15:46Z,MICHELC,,
ZTB001,ZTB001,TABL/DT,MICHELC,DE,EN,T71,Business Partner: Erstkontakt Customizing,active,2016-09-02T13:02:17Z,MICHELC,,
ZTB001T,ZTB001T,TABL/DT,MICHELC,DE,EN,T71,Business Partner: Erstkontakt Customizing Texte,active,2016-09-02T13:35:48Z,KRELLJ,,
ZV_ZTB001,ZV_ZTB001,VIEW/DV,MICHELC,DE,EN,T71,Business Partner:  Erstkontakt: Customizing View,active,2016-09-02T14:06:41Z,MICHELC,,
ZC2F_CUSTOMER,ZC2F_CUSTOMER,TABL/DT,I304043,EN,EN,EC3,Customer Master,active,2016-09-02T12:15:46Z,I304043,2015-09-29T22:00:00Z,
ZC2F_PRODUCT,ZC2F_PRODUCT,TABL/DT,I304043,EN,EN,EC3,Product Master,active,2016-09-02T11:38:30Z,I304043,2015-09-29T22:00:00Z,
ZC2F_SOHEADER,ZC2F_SOHEADER,TABL/DT,I304043,EN,EN,EC3,Sales Order Header,active,2016-09-02T12:15:46Z,I304043,2015-09-29T22:00:00Z,
ZC2F_SOHEADER30,ZC2F_SOHEADER30,TABL/DT,I304043,EN,EN,EC3,Sales Order Header,active,2016-09-02T12:15:47Z,I304043,2015-11-01T23:00:00Z,
ZC2F_SOITEM,ZC2F_SOITEM,TABL/DT,I304043,EN,EN,EC3,Sales Order Item,active,2016-09-02T12:15:47Z,I304043,2015-09-29T22:00:00Z,
ZC2F_SOITEM30,ZC2F_SOITEM30,TABL/DT,I304043,EN,EN,EC3,Sales Order Item,active,2016-09-02T12:15:38Z,I304043,2015-11-01T23:00:00Z,
ZURL,ZURL,SOBJ/MO,C5144407,EN,EN,EC3,ZURL,active,,,2013-02-04T23:00:00Z,
98000186,98000186,PDTS/MA,C5144407,EN,EN,EC3,ZGETURL,active,,,2013-02-04T23:00:00Z,
98000187,98000187,PDTS/MA,C5144407,EN,EN,EC3,ZDECISION1,active,,,2013-02-04T23:00:00Z,
98000188,98000188,PDTS/MA,C5144407,EN,EN,EC3,Zapp_stat,active,,,2013-02-06T23:00:00Z,
98000189,98000189,PDTS/MA,C5144407,EN,EN,EC3,Zapp_stat2,active,,,2013-02-06T23:00:00Z,
98000190,98000190,PDTS/MA,C5144407,EN,EN,EC3,Zrej_stat,active,,,2013-02-06T23:00:00Z,
98000191,98000191,PDTS/MA,C5144407,EN,EN,EC3,Zrej_stat2,active,,,2013-02-06T23:00:00Z,
98000192,98000192,PDTS/MA,C5144407,EN,EN,EC3,Zh_send_app,active,,,2013-02-06T23:00:00Z,
98000193,98000193,PDTS/MA,C5144407,EN,EN,EC3,Zh_send_appr,active,,,2013-02-06T23:00:00Z,
98000194,98000194,PDTS/MA,C5144407,EN,EN,EC3,Zh_send_app1,active,,,2013-02-06T23:00:00Z,
98000195,98000195,PDTS/MA,C5144407,EN,EN,EC3,Zh_send_app3,active,,,2013-02-06T23:00:00Z,
98000196,98000196,PDTS/MA,C5144407,EN,EN,EC3,Zh_send_app4,active,,,2013-02-06T23:00:00Z,
98000197,98000197,PDTS/MA,C5144407,EN,EN,EC3,Zh_send_rej1,active,,,2013-02-06T23:00:00Z,
98000198,98000198,PDTS/MA,C5144407,EN,EN,EC3,Zh_send_rej2,active,,,2013-02-06T23:00:00Z,
98000199,98000199,PDTS/MA,C5144407,EN,EN,EC3,Zh_send_rej3,active,,,2013-02-06T23:00:00Z,
98000200,98000200,PDTS/MA,C5144407,EN,EN,EC3,Zh_send_rej4,active,,,2013-02-06T23:00:00Z,
98000201,98000201,PDTS/MA,C5144407,EN,EN,EC3,Zh_out_app1,active,,,2013-02-06T23:00:00Z,
98000202,98000202,PDTS/MA,C5144407,EN,EN,EC3,Zh_out_app2,active,,,2013-02-06T23:00:00Z,
98000203,98000203,PDTS/MA,C5144407,EN,EN,EC3,Zh_out_rej1,active,,,2013-02-06T23:00:00Z,
98000204,98000204,PDTS/MA,C5144407,EN,EN,EC3,Zh_out_rej2,active,,,2013-02-06T23:00:00Z,
98000205,98000205,PDTS/MA,C5144407,EN,EN,EC3,Zh_out_rej4,active,,,2013-02-06T23:00:00Z,
98000206,98000206,PDTS/MA,C5144407,EN,EN,EC3,Zh_out_rej3,active,,,2013-02-06T23:00:00Z,
98000207,98000207,PDTS/MA,C5144407,EN,EN,EC3,Zh_out_app3,active,,,2013-02-06T23:00:00Z,
98000208,98000208,PDTS/MA,C5144407,EN,EN,EC3,Zh_out_app4,active,,,2013-02-06T23:00:00Z,
98000278,98000278,PDWS/MM,C5144407,EN,EN,EC3,ZProj_1819,active,,,2013-02-04T23:00:00Z,
98000169,98000169,PDTS/MA,C5159278,EN,EN,EC3,ZSend_Mail,active,,,2012-10-02T22:00:00Z,
98000170,98000170,PDTS/MA,C5159278,EN,EN,EC3,ZSend Mail1,active,,,2012-10-02T22:00:00Z,
98000171,98000171,PDTS/MA,C5159278,EN,EN,EC3,ZSend Mail2,active,,,2012-10-02T22:00:00Z,
98000172,98000172,PDTS/MA,C5159278,EN,EN,EC3,ZSend_Mail2,active,,,2012-10-02T22:00:00Z,
98000173,98000173,PDTS/MA,C5159278,EN,EN,EC3,ZSend_Mail2,active,,,2012-10-02T22:00:00Z,
98000174,98000174,PDTS/MA,C5159278,EN,EN,EC3,ZSend_Mail3,active,,,2012-10-02T22:00:00Z,
98000175,98000175,PDTS/MA,C5159278,EN,EN,EC3,ZTerm1,active,,,2012-10-02T22:00:00Z,
98000176,98000176,PDTS/MA,C5159278,EN,EN,EC3,ZTerm2,active,,,2012-10-02T22:00:00Z,
98000177,98000177,PDTS/MA,C5159278,EN,EN,EC3,ZTerm3,active,,,2012-10-02T22:00:00Z,
98000178,98000178,PDTS/MA,C5159278,EN,EN,EC3,ZTerm4,active,,,2012-10-02T22:00:00Z,
98000179,98000179,PDTS/MA,C5159278,EN,EN,EC3,ZSend2,active,,,2012-10-02T22:00:00Z,
98000180,98000180,PDTS/MA,C5159278,EN,EN,EC3,ZSend3,active,,,2012-10-02T22:00:00Z,
98000273,98000273,PDWS/MM,C5159278,EN,EN,EC3,ZSR_BOC_CA,active,,,2012-10-03T22:00:00Z,
98000275,98000275,PDWS/MM,C5159278,EN,EN,EC3,ZSR_BOC_CN,active,,,2012-10-03T22:00:00Z,
96000196,96000196,PDTS/MA,I057085,EN,EN,IDT,delvcheck,active,,,2011-11-07T23:00:00Z,
96000197,96000197,PDTS/MA,I057085,EN,EN,IDT,mail1,active,,,2011-11-07T23:00:00Z,
96000198,96000198,PDTS/MA,I057085,EN,EN,IDT,mail2,active,,,2011-11-07T23:00:00Z,
96000199,96000199,PDTS/MA,I057085,EN,EN,IDT,Check,active,,,2011-11-07T23:00:00Z,
96000274,96000274,PDWS/MM,I057085,EN,EN,IDT,Zdelivery,active,,,2011-10-20T22:00:00Z,
ZMATREQ,ZMATREQ,SOBJ/MO,C5162514,EN,EN,EC3,ZMATREQ,active,,,2012-07-30T22:00:00Z,
ZPLM,ZPLM,SOBJ/MO,C5162514,EN,EN,EC3,ZPLM,active,,,2012-06-03T22:00:00Z,
98000154,98000154,PDTS/MA,C5162514,EN,EN,EC3,ZRCPE_PT5,active,,,2012-06-03T22:00:00Z,
98000155,98000155,PDTS/MA,C5162514,EN,EN,EC3,ZRCPE_PT 1,active,,,2012-06-03T22:00:00Z,
98000156,98000156,PDTS/MA,C5162514,EN,EN,EC3,ZRCPE_PT 2,active,,,2012-06-03T22:00:00Z,
98000157,98000157,PDTS/MA,C5162514,EN,EN,EC3,ZRCPE_PT 3,active,,,2012-06-03T22:00:00Z,
98000158,98000158,PDTS/MA,C5162514,EN,EN,EC3,ZRCPE_PT 4,active,,,2012-06-03T22:00:00Z,
98000159,98000159,PDTS/MA,C5162514,EN,EN,EC3,FirstApprova,active,,,2012-07-30T22:00:00Z,
98000160,98000160,PDTS/MA,C5162514,EN,EN,EC3,ZRSPMATREQ,active,,,2012-07-30T22:00:00Z,
98000161,98000161,PDTS/MA,C5162514,EN,EN,EC3,Sales Approv,active,,,2012-07-30T22:00:00Z,
98000162,98000162,PDTS/MA,C5162514,EN,EN,EC3,ZRSPMATREQ,active,,,2012-07-30T22:00:00Z,
98000163,98000163,PDTS/MA,C5162514,EN,EN,EC3,MDMApproval,active,,,2012-07-30T22:00:00Z,
98000164,98000164,PDTS/MA,C5162514,EN,EN,EC3,ZRSPMATREQ,active,,,2012-07-30T22:00:00Z,
98000165,98000165,PDTS/MA,C5162514,EN,EN,EC3,Create_SQL_M,active,,,2012-07-30T22:00:00Z,
98000243,98000243,PDWS/MM,C5162514,EN,EN,EC3,ZRECP_STAT1,active,,,2012-06-03T22:00:00Z,
98000245,98000245,PDWS/MM,C5162514,EN,EN,EC3,ZRECP_STAT1,active,,,2012-06-03T22:00:00Z,
98000246,98000246,PDWS/MM,C5162514,EN,EN,EC3,ZRSPMATREQ,active,,,2012-07-30T22:00:00Z,
ZECR_DETAILS,ZECR_DETAILS,TABL/DT,DEVELOPER,EN,EN,EC3,ecr,active,2016-09-02T11:38:50Z,DEVELOPER,2013-06-30T22:00:00Z,
ZMAT_SLS1,ZMAT_SLS1,TABL/DT,C5162514,EN,EN,EC3,Sales Area DAta,active,2016-09-02T12:16:09Z,C5162514,2012-07-29T22:00:00Z,
ZWSD_MV,ZWSD_MV,TABL/DT,C5162514,EN,EN,EC3,Definition of Material relations,active,2016-09-02T13:02:20Z,C5162514,2014-02-18T23:00:00Z,
ZCC_TYPE_1,ZCC_TYPE_1,TTYP/DA,C5162514,EN,EN,EC3,CC table type for WRTTP 1,active,2016-09-02T13:06:41Z,C5162514,2012-11-14T23:00:00Z,
ZDSAUTH,ZDSAUTH,SUSO/B,DEV,EN,EN,R63,SBOP Data Services - general authorization,active,,,,
ZDSDEV,ZDSDEV,SUSO/B,DEV,EN,EN,R63,SBOP Data Services Authorization Object for development,active,,,,
ZPGMCHK,ZPGMCHK,SUSO/B,DEV,EN,EN,R63,SBOP Data Services Authorization Object for program names,active,,,,
ZSDS,ZSDS,SUSO/B,DEV,EN,EN,R63,SBOP Data Services Authorization Object,active,,,,
ZDSAUTH,ZDSAUTH,SUSO/B,DEV,EN,EN,R63,SBOP Data Services - general authorization,active,,,,
ZDSDEV,ZDSDEV,SUSO/B,DEV,EN,EN,R63,SBOP Data Services Authorization Object for development,active,,,,
ZPGMCHK,ZPGMCHK,SUSO/B,DEV,EN,EN,R63,SBOP Data Services Authorization Object for program names,active,,,,
98000245,98000245,PDTS/MA,C5188022,EN,EN,EC3,zappr,active,,,2013-12-18T23:00:00Z,
ZSDS,ZSDS,SUSO/B,DEV,EN,EN,R63,SBOP Data Services Authorization Object,active,,,,
98000246,98000246,PDTS/MA,C5188022,EN,EN,EC3,zappr,active,,,2013-12-18T23:00:00Z,
98000247,98000247,PDTS/MA,C5188022,EN,EN,EC3,zappr,active,,,2013-12-19T23:00:00Z,
98000248,98000248,PDTS/MA,C5188022,EN,EN,EC3,zrej,active,,,2013-12-19T23:00:00Z,
98000259,98000259,PDTS/MA,C5177271,EN,EN,EC3,ZAPP_CREQ,active,,,2014-04-29T22:00:00Z,
98000260,98000260,PDTS/MA,C5177271,EN,EN,EC3,zdec_wf,active,,,2014-04-29T22:00:00Z,
98000284,98000284,PDTS/MA,C5177271,EN,EN,EC3,ZUSR_DEC,active,,,2014-11-23T23:00:00Z,
98000285,98000285,PDTS/MA,C5177271,EN,EN,EC3,zmail_1,active,,,2014-11-26T23:00:00Z,
98000286,98000286,PDTS/MA,C5177271,EN,EN,EC3,zmail_2,active,,,2014-11-26T23:00:00Z,
98000340,98000340,PDTS/MA,C5177271,EN,EN,EC3,zmail,active,,,2015-11-16T23:00:00Z,
98000341,98000341,PDTS/MA,C5177271,EN,EN,EC3,zvendor,active,,,2015-11-29T23:00:00Z,
98000342,98000342,PDTS/MA,C5177271,EN,EN,EC3,Zreq_rel,active,,,2015-12-01T23:00:00Z,
98000298,98000298,PDWS/MM,C5177271,EN,EN,EC3,ZWF_ISSUE,active,,,2014-04-29T22:00:00Z,
98000308,98000308,PDWS/MM,C5177271,EN,EN,EC3,zusr_dec,active,,,2014-11-23T23:00:00Z,
98000336,98000336,PDWS/MM,C5177271,EN,EN,EC3,zven_cre,active,,,2015-11-16T23:00:00Z,
98000337,98000337,PDWS/MM,C5177271,EN,EN,EC3,zwf_req_rel,active,,,2015-12-01T23:00:00Z,
ZDEC_POINT,ZDEC_POINT,TABL/DT,C5177271,EN,EN,EC3,Table for Decission Points,active,2016-09-02T13:02:04Z,C5177271,2016-03-13T23:00:00Z,
ZMOC_ACTIVITY,ZMOC_ACTIVITY,TABL/DT,C5177271,EN,EN,EC3,MOC Activity Details,active,2016-09-02T13:02:11Z,C5177271,2016-05-25T22:00:00Z,
ZPROJ_DETAILS,ZPROJ_DETAILS,TABL/DT,C5177271,EN,EN,EC3,Project and Task details,active,2016-09-02T13:02:12Z,C5177271,2014-04-28T22:00:00Z,
ZMAT_DESC_COST,ZMAT_DESC_COST,TTYP/DA,C5177271,EN,EN,EC3,Table type for material,active,2016-10-25T10:22:53Z,C5177271,2016-10-19T22:00:00Z,
98000210,98000210,PDTS/MA,C5177271,EN,EN,EC3,zquot,active,,,2013-04-07T22:00:00Z,
98000211,98000211,PDTS/MA,C5177271,EN,EN,EC3,zquot1,active,,,2013-04-07T22:00:00Z,
98000212,98000212,PDTS/MA,C5177271,EN,EN,EC3,zquo_app,active,,,2013-04-07T22:00:00Z,
98000213,98000213,PDTS/MA,C5177271,EN,EN,EC3,zquo1,active,,,2013-04-07T22:00:00Z,
98000214,98000214,PDTS/MA,C5179750,EN,EN,EC3,zDECISION,active,,,2013-04-08T22:00:00Z,
98000215,98000215,PDTS/MA,C5179750,EN,EN,EC3,set status,active,,,2013-04-08T22:00:00Z,
98000216,98000216,PDTS/MA,C5179750,EN,EN,EC3,ZSEND_QUo,active,,,2013-04-08T22:00:00Z,
98000217,98000217,PDTS/MA,DEVELOPER,EN,EN,EC3,yDECISION,active,,,2013-04-09T22:00:00Z,
98000218,98000218,PDTS/MA,DEVELOPER,EN,EN,EC3,zsalesrep,active,,,2013-04-15T22:00:00Z,
98000220,98000220,PDTS/MA,DEVELOPER,EN,EN,EC3,zzmail,active,,,2013-04-16T22:00:00Z,
98000221,98000221,PDTS/MA,DEVELOPER,EN,EN,EC3,zzsocreatquo,active,,,2013-04-16T22:00:00Z,
98000222,98000222,PDTS/MA,DEVELOPER,EN,EN,EC3,zsales,active,,,2013-04-17T22:00:00Z,
98000223,98000223,PDTS/MA,DEVELOPER,EN,EN,EC3,zsosendmail,active,,,2013-04-17T22:00:00Z,
98000224,98000224,PDTS/MA,C5179750,EN,EN,EC3,zmail_salesr,active,,,2013-05-09T22:00:00Z,
98000225,98000225,PDTS/MA,C5179750,EN,EN,EC3,zzDECISION,active,,,2013-05-09T22:00:00Z,
98000226,98000226,PDTS/MA,C5179750,EN,EN,EC3,znotify_sr,active,,,2013-05-09T22:00:00Z,
98000283,98000283,PDWS/MM,C5177271,EN,EN,EC3,zquot,active,,,2013-04-07T22:00:00Z,
98000284,98000284,PDWS/MM,DEVELOPER,EN,EN,EC3,zzso,active,,,2013-04-16T22:00:00Z,
98000286,98000286,PDWS/MM,C5179750,EN,EN,EC3,zreturn_ordr,active,,,2013-05-09T22:00:00Z,
ZGOLDCORP,ZGOLDCORP,TABL/DT,C5179750,EN,EN,EC3,Information of User,active,2016-09-02T13:02:14Z,C5179750,2014-05-07T22:00:00Z,
ZMATREQ,ZMATREQ,SOBJ/MO,C5162514,EN,EN,EC3,ZMATREQ,active,,,2012-07-30T22:00:00Z,
ZPLM,ZPLM,SOBJ/MO,C5162514,EN,EN,EC3,ZPLM,active,,,2012-06-03T22:00:00Z,
98000154,98000154,PDTS/MA,C5162514,EN,EN,EC3,ZRCPE_PT5,active,,,2012-06-03T22:00:00Z,
98000155,98000155,PDTS/MA,C5162514,EN,EN,EC3,ZRCPE_PT 1,active,,,2012-06-03T22:00:00Z,
98000156,98000156,PDTS/MA,C5162514,EN,EN,EC3,ZRCPE_PT 2,active,,,2012-06-03T22:00:00Z,
98000157,98000157,PDTS/MA,C5162514,EN,EN,EC3,ZRCPE_PT 3,active,,,2012-06-03T22:00:00Z,
98000158,98000158,PDTS/MA,C5162514,EN,EN,EC3,ZRCPE_PT 4,active,,,2012-06-03T22:00:00Z,
98000159,98000159,PDTS/MA,C5162514,EN,EN,EC3,FirstApprova,active,,,2012-07-30T22:00:00Z,
98000160,98000160,PDTS/MA,C5162514,EN,EN,EC3,ZRSPMATREQ,active,,,2012-07-30T22:00:00Z,
ZDPR_0093,ZDPR_0093,SOBJ/MO,C5189569,EN,EN,EC3,ZDPR_0093,active,,,2015-04-05T22:00:00Z,
98000161,98000161,PDTS/MA,C5162514,EN,EN,EC3,Sales Approv,active,,,2012-07-30T22:00:00Z,
98000292,98000292,PDTS/MA,C5189569,EN,EN,EC3,send_mail,active,,,2015-04-05T22:00:00Z,
98000162,98000162,PDTS/MA,C5162514,EN,EN,EC3,ZRSPMATREQ,active,,,2012-07-30T22:00:00Z,
98000309,98000309,PDWS/MM,C5189569,EN,EN,EC3,ZWF_isue_not,active,,,2015-04-05T22:00:00Z,
98000163,98000163,PDTS/MA,C5162514,EN,EN,EC3,MDMApproval,active,,,2012-07-30T22:00:00Z,
98000164,98000164,PDTS/MA,C5162514,EN,EN,EC3,ZRSPMATREQ,active,,,2012-07-30T22:00:00Z,
98000165,98000165,PDTS/MA,C5162514,EN,EN,EC3,Create_SQL_M,active,,,2012-07-30T22:00:00Z,
ZDBR_46675,ZDBR_46675,SOBJ/MO,C5189569,EN,EN,EC3,Missing parts goods receipt,active,,,2015-08-19T22:00:00Z,
98000243,98000243,PDWS/MM,C5162514,EN,EN,EC3,ZRECP_STAT1,active,,,2012-06-03T22:00:00Z,
98000245,98000245,PDWS/MM,C5162514,EN,EN,EC3,ZRECP_STAT1,active,,,2012-06-03T22:00:00Z,
98000306,98000306,PDTS/MA,C5189569,EN,EN,EC3,Get_details,active,,,2015-08-27T22:00:00Z,
98000308,98000308,PDTS/MA,C5189569,EN,EN,EC3,ZZmd_mail,active,,,2015-09-01T22:00:00Z,
98000246,98000246,PDWS/MM,C5162514,EN,EN,EC3,ZRSPMATREQ,active,,,2012-07-30T22:00:00Z,
98000309,98000309,PDTS/MA,I065658,EN,EN,EC3,Zmd_mailedit,active,,,2015-09-28T22:00:00Z,
ZECR_DETAILS,ZECR_DETAILS,TABL/DT,DEVELOPER,EN,EN,EC3,ecr,active,2016-09-02T11:38:50Z,DEVELOPER,2013-06-30T22:00:00Z,
98000320,98000320,PDWS/MM,C5189569,EN,EN,EC3,ZMD_DISPMAIL,active,,,2015-08-19T22:00:00Z,
ZMAT_SLS1,ZMAT_SLS1,TABL/DT,C5162514,EN,EN,EC3,Sales Area DAta,active,2016-09-02T12:16:09Z,C5162514,2012-07-29T22:00:00Z,
ZTT_STOCK_LIST,ZTT_STOCK_LIST,TTYP/DA,C5189569,EN,EN,EC3,Stock overview list,active,2016-09-02T13:06:46Z,C5189569,2015-08-27T22:00:00Z,
ZWSD_MV,ZWSD_MV,TABL/DT,C5162514,EN,EN,EC3,Definition of Material relations,active,2016-09-02T13:02:20Z,C5162514,2014-02-18T23:00:00Z,
ZCC_TYPE_1,ZCC_TYPE_1,TTYP/DA,C5162514,EN,EN,EC3,CC table type for WRTTP 1,active,2016-09-02T13:06:41Z,C5162514,2012-11-14T23:00:00Z,
98000264,98000264,PDTS/MA,TCS_DEMO_2ND,EN,EN,EC3,ZGET_DC,active,,,2014-07-14T22:00:00Z,
98000265,98000265,PDTS/MA,TCS_DEMO_2ND,EN,EN,EC3,ZSO,active,,,2014-07-14T22:00:00Z,
98000245,98000245,PDTS/MA,C5188022,EN,EN,EC3,zappr,active,,,2013-12-18T23:00:00Z,
98000266,98000266,PDTS/MA,TCS_DEMO_2ND,EN,EN,EC3,WF_SO,active,,,2014-07-14T22:00:00Z,
98000246,98000246,PDTS/MA,C5188022,EN,EN,EC3,zappr,active,,,2013-12-18T23:00:00Z,
98000303,98000303,PDWS/MM,TCS_DEMO_2ND,EN,EN,EC3,WF_SO,active,,,2014-07-14T22:00:00Z,
98000247,98000247,PDTS/MA,C5188022,EN,EN,EC3,zappr,active,,,2013-12-19T23:00:00Z,
98000248,98000248,PDTS/MA,C5188022,EN,EN,EC3,zrej,active,,,2013-12-19T23:00:00Z,
98000259,98000259,PDTS/MA,C5177271,EN,EN,EC3,ZAPP_CREQ,active,,,2014-04-29T22:00:00Z,
ZEXPO_UPLOAD,ZEXPO_UPLOAD,TRAN/T,C5191063,EN,EN,EC3,Exposure Upload,active,,,2013-12-03T23:00:00Z,
98000260,98000260,PDTS/MA,C5177271,EN,EN,EC3,zdec_wf,active,,,2014-04-29T22:00:00Z,
98000284,98000284,PDTS/MA,C5177271,EN,EN,EC3,ZUSR_DEC,active,,,2014-11-23T23:00:00Z,
98000285,98000285,PDTS/MA,C5177271,EN,EN,EC3,zmail_1,active,,,2014-11-26T23:00:00Z,
98000286,98000286,PDTS/MA,C5177271,EN,EN,EC3,zmail_2,active,,,2014-11-26T23:00:00Z,
ZDBR41328,ZDBR41328,TABL/DT,I033114,EN,EN,EC3,DBR 41328,active,2016-09-02T11:38:33Z,I033114,2014-04-03T22:00:00Z,
98000340,98000340,PDTS/MA,C5177271,EN,EN,EC3,zmail,active,,,2015-11-16T23:00:00Z,
ZSTR_FACTOR,ZSTR_FACTOR,TABL/DT,I033114,EN,EN,EC3,Factor,active,2016-09-02T11:39:04Z,I033114,2014-04-03T22:00:00Z,
98000341,98000341,PDTS/MA,C5177271,EN,EN,EC3,zvendor,active,,,2015-11-29T23:00:00Z,
98000342,98000342,PDTS/MA,C5177271,EN,EN,EC3,Zreq_rel,active,,,2015-12-01T23:00:00Z,
98000298,98000298,PDWS/MM,C5177271,EN,EN,EC3,ZWF_ISSUE,active,,,2014-04-29T22:00:00Z,
98000308,98000308,PDWS/MM,C5177271,EN,EN,EC3,zusr_dec,active,,,2014-11-23T23:00:00Z,
98000336,98000336,PDWS/MM,C5177271,EN,EN,EC3,zven_cre,active,,,2015-11-16T23:00:00Z,
98000337,98000337,PDWS/MM,C5177271,EN,EN,EC3,zwf_req_rel,active,,,2015-12-01T23:00:00Z,
ZDEC_POINT,ZDEC_POINT,TABL/DT,C5177271,EN,EN,EC3,Table for Decission Points,active,2016-09-02T13:02:04Z,C5177271,2016-03-13T23:00:00Z,
ZMOC_ACTIVITY,ZMOC_ACTIVITY,TABL/DT,C5177271,EN,EN,EC3,MOC Activity Details,active,2016-09-02T13:02:11Z,C5177271,2016-05-25T22:00:00Z,
ZPROJ_DETAILS,ZPROJ_DETAILS,TABL/DT,C5177271,EN,EN,EC3,Project and Task details,active,2016-09-02T13:02:12Z,C5177271,2014-04-28T22:00:00Z,
ZMAT_DESC_COST,ZMAT_DESC_COST,TTYP/DA,C5177271,EN,EN,EC3,Table type for material,active,2016-10-25T10:22:53Z,C5177271,2016-10-19T22:00:00Z,
ZEMP_VENDOR_TT,ZEMP_VENDOR_TT,TTYP/DA,C5229518,EN,EN,EC3,Table type fpr the Structure Emp vendor,active,2016-12-09T07:05:20Z,C5229518,2016-12-08T23:00:00Z,
ZWEATHER_INFO,ZWEATHER_INFO,TABL/DT,C5245511,EN,EN,EC3,table for maintaining user info for weather app,active,2016-11-03T14:59:14Z,C5245511,2016-11-02T23:00:00Z,
Z_QUOTE,Z_QUOTE,SOBJ/MO,MARLAND,EN,EN,EC3,IDES version of Customer Quotation,active,,,,
Z_VENDOR,Z_VENDOR,SOBJ/MO,MARLAND,EN,EN,EC3,IDES Version of Vendor,active,,,,
ZWEATHER_INFO,ZWEATHER_INFO,TABL/DT,C5245511,EN,EN,EC3,table for maintaining user info for weather app,active,2016-11-03T14:59:14Z,C5245511,2016-11-02T23:00:00Z,
98000017,98000017,PDWS/MM,HAMED,DE,EN,EC3,SM process,active,,,,
Y_ID3_68000148,Y_ID3_68000148,TRAN/T,LECHNERI,DE,EN,EC3,Report zum Einplanen für Zeitabhängi,active,,,,
YIT_ACOMPONENT,YIT_ACOMPONENT,TABL/DT,STADEL,DE,EN,EC3,IDES Infobase application components,active,2016-09-02T13:01:48Z,STADEL,,
YIT_ACOMPONENTLO,YIT_ACOMPONENTLO,TABL/DT,STADEL,DE,EN,EC3,IDES Infobase: SAP Knowledge Warehouse component assignment,active,2016-09-02T13:35:22Z,STADEL,,
YIT_ACOMPONENTT,YIT_ACOMPONENTT,TABL/DT,STADEL,DE,EN,EC3,IDES Infobase: Texts for Application Components,active,2016-09-02T13:35:22Z,KRELLJ,,
YIT_AHIERARCHY,YIT_AHIERARCHY,TABL/DT,STADEL,DE,EN,EC3,Infobase application hierarchies,active,2016-09-02T13:35:22Z,STADEL,,
YIT_AHIERARCHY_S,YIT_AHIERARCHY_S,TABL/DT,STADEL,DE,EN,EC3,Infobase application hierarchies SaveTab,active,2016-09-02T13:01:48Z,STADEL,,
YIT_AHIERATYPES,YIT_AHIERATYPES,TABL/DT,STADEL,DE,EN,EC3,Infobase HierarchyTypes,active,2016-09-02T13:01:48Z,STADEL,,
YIT_AHIERATYPESL,YIT_AHIERATYPESL,TABL/DT,STADEL,DE,EN,EC3,Infobase HierarchyTypes,active,2016-09-02T13:35:22Z,KRELLJ,,
YIT_CUSTOMIZE,YIT_CUSTOMIZE,TABL/DT,STADEL,DE,EN,EC3,IDA: Customizing,active,2016-09-02T13:01:49Z,STADEL,,
YIT_CUTYP,YIT_CUTYP,TABL/DT,STADEL,DE,EN,EC3,IDA: Customizing for Applications,active,2016-09-02T13:01:49Z,STADEL,,
YIT_CUTYPL,YIT_CUTYPL,TABL/DT,STADEL,DE,EN,EC3,IDA: Customizing Types (Supported Customizing Entries),active,2016-09-02T13:35:23Z,KRELLJ,,
YIT_DATATYPES,YIT_DATATYPES,TABL/DT,STADEL,DE,EN,EC3,Infobase: Application Data Types,active,2016-09-02T13:01:49Z,STADEL,,
YIT_DATATYPESL,YIT_DATATYPESL,TABL/DT,STADEL,DE,EN,EC3,Infobase: Application Data Types,active,2016-09-02T13:35:23Z,KRELLJ,,
YIT_DATYP,YIT_DATYP,TABL/DT,STADEL,DE,EN,EC3,IDA: Application Data Types,active,2016-09-02T13:01:49Z,STADEL,,
