TECH_NAME,NAME,TYPE,RESPONSIBLE,MASTER_LANGUAGE,LANGUAGE,MASTER_SYSTEM,DESCRIPTION,VERSION,CHANGED_AT,CHANGED_BY,CREATED_AT,CREATED_BY
ZMX_T_PI_TABLE_NUM,ZMX_T_PI_TABLE_NUM,TTYP/DA,D032635,EN,EN,IDT,Table,active,2016-09-02T12:18:51Z,D032635,,
ZBP_00,ZBP_00,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 00,active,,,,
ZBP_01,ZBP_01,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 01,active,,,,
ZBP_02,ZBP_02,SOBJ/MO,DERN,DE,EN,EC3,Geschäftspartner für Gruppe 02,active,,,,
ZBP_03,ZBP_03,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 03,active,,,,
ZBP_04,ZBP_04,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 04,active,,,,
ZBP_05,ZBP_05,SOBJ/MO,DERN,DE,EN,EC3,Business partner 05,active,,,,
ZBP_06,ZBP_06,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 06,active,,,,
ZBP_07,ZBP_07,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 07,active,,,,
ZBP_08,ZBP_08,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 08,active,,,,
ZBP_09,ZBP_09,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 09,active,,,,
ZBP_10,ZBP_10,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 10,active,,,,
ZBP_11,ZBP_11,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 11,active,,,,
ZBP_12,ZBP_12,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 12,active,,,,
ZBP_13,ZBP_13,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 13,active,,,,
ZBP_14,ZBP_14,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 14,active,,,,
ZBP_15,ZBP_15,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 15,active,,,,
ZBP_16,ZBP_16,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 16,active,,,,
ZBP_17,ZBP_17,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 17,active,,,,
ZBP_18,ZBP_18,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 18,active,,,,
ZBP_19,ZBP_19,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 19,active,,,,
ZBP_20,ZBP_20,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 20,active,,,,
ZBP_21,ZBP_21,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 21,active,,,,
ZBP_22,ZBP_22,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 22,active,,,,
ZBP_23,ZBP_23,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 23,active,,,,
ZBP_24,ZBP_24,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 24,active,,,,
ZBP_25,ZBP_25,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 25,active,,,,
ZBP_26,ZBP_26,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 26,active,,,,
ZBP_27,ZBP_27,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 27,active,,,,
ZBP_28,ZBP_28,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 28,active,,,,
ZBP_29,ZBP_29,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 29,active,,,,
ZBP_30,ZBP_30,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 30,active,,,,
ZBP_31,ZBP_31,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 31,active,,,,
ZBP_32,ZBP_32,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 32,active,,,,
ZBP_33,ZBP_33,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 33,active,,,,
ZBP_34,ZBP_34,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 34,active,,,,
ZBP_35,ZBP_35,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 35,active,,,,
ZBP_36,ZBP_36,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 36,active,,,,
ZBP_37,ZBP_37,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 37,active,,,,
ZBP_38,ZBP_38,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 38,active,,,,
ZBP_39,ZBP_39,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 39,active,,,,
ZBP_40,ZBP_40,SOBJ/MO,DERN,DE,EN,EC3,Business partner for group 40,active,,,,
ZKNA1_00,ZKNA1_00,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_00,active,,,,
ZKNA1_01,ZKNA1_01,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_01,active,,,,
ZKNA1_02,ZKNA1_02,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_02,active,,,,
ZKNA1_03,ZKNA1_03,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_03,active,,,,
ZKNA1_04,ZKNA1_04,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_04,active,,,,
ZKNA1_05,ZKNA1_05,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_05,active,,,,
ZKNA1_06,ZKNA1_06,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_06,active,,,,
ZKNA1_07,ZKNA1_07,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_07,active,,,,
ZKNA1_08,ZKNA1_08,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_08,active,,,,
ZKNA1_09,ZKNA1_09,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_09,active,,,,
ZKNA1_10,ZKNA1_10,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_10,active,,,,
ZKNA1_11,ZKNA1_11,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_11,active,,,,
ZKNA1_12,ZKNA1_12,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_12,active,,,,
ZKNA1_13,ZKNA1_13,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_13,active,,,,
ZKNA1_14,ZKNA1_14,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_14,active,,,,
ZKNA1_15,ZKNA1_15,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_15,active,,,,
ZKNA1_16,ZKNA1_16,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_16,active,,,,
ZKNA1_17,ZKNA1_17,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_17,active,,,,
ZKNA1_18,ZKNA1_18,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_19,ZKNA1_19,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_20,ZKNA1_20,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_21,ZKNA1_21,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_22,ZKNA1_22,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_23,ZKNA1_23,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_24,ZKNA1_24,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_25,ZKNA1_25,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_26,ZKNA1_26,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_27,ZKNA1_27,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_28,ZKNA1_28,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_29,ZKNA1_29,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_30,ZKNA1_30,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_31,ZKNA1_31,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_32,ZKNA1_32,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_33,ZKNA1_33,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_34,ZKNA1_34,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_35,ZKNA1_35,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_36,ZKNA1_36,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_37,ZKNA1_37,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_38,ZKNA1_38,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_39,ZKNA1_39,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZKNA1_40,ZKNA1_40,SOBJ/MO,DERN,DE,EN,EC3,ZKNA1_18,active,,,,
ZMY310_KNA1,ZMY310_KNA1,TABL/DT,DERN,DE,EN,EC3,Kundenstamm,active,2016-09-02T14:44:09Z,DERN,,
ZNPDI_XRPM2CPR_T,ZNPDI_XRPM2CPR_T,TABL/DT,ZADRO,EN,EN,IDT,xRPM -> cPro Integration,active,2016-09-02T14:49:25Z,ZADRO,,
ZNPDI_TT_XRPM2CPR,ZNPDI_TT_XRPM2CPR,TTYP/DA,ZADRO,EN,EN,IDT,Integration xRPM -> cPro,active,2016-09-02T14:51:40Z,ZADRO,,
HRP9100,HRP9100,TABL/DT,ZOECHLING,DE,EN,EC3,DB Table for Infotype 9100,active,2016-09-02T12:08:51Z,ZOECHLING,,
HRP9101,HRP9101,TABL/DT,ZOECHLING,DE,EN,EC3,DB Table for Infotype 9101,active,2016-09-02T12:08:51Z,ZOECHLING,,
HRT9101,HRT9101,TABL/DT,ZOECHLING,DE,EN,EC3,Table Section for Info Type 9101,active,2016-09-02T12:48:00Z,ZOECHLING,,
ZNPDI_XRPM2CPR_T,ZNPDI_XRPM2CPR_T,TABL/DT,ZADRO,EN,EN,IDT,xRPM -> cPro Integration,active,2016-09-02T14:49:25Z,ZADRO,,
ZNPDI_TT_XRPM2CPR,ZNPDI_TT_XRPM2CPR,TTYP/DA,ZADRO,EN,EN,IDT,Integration xRPM -> cPro,active,2016-09-02T14:51:40Z,ZADRO,,
ZADOBE_LANDSCAP,ZADOBE_LANDSCAP,TABL/DT,C5177271,EN,EN,EC3,Landscape details for adobe forms,active,2016-09-02T11:38:32Z,C5177271,2013-03-13T23:00:00Z,
ZTBL_OR,ZTBL_OR,TTYP/DA,C5240171,EN,EN,EC3,TT for Orders,active,2016-09-02T13:43:05Z,C5240171,2016-07-04T22:00:00Z,
ZPERFORMANCEHR,ZPERFORMANCEHR,ECAT/GE,D051395,EN,EN,EC3,,active,,,2011-07-26T22:00:00Z,
ZPERFORMANCEHR,ZPERFORMANCEHR,ECAT/GE,D051395,EN,EN,EC3,,active,,,2011-07-26T22:00:00Z,
ZPERFORMANCEHR2,ZPERFORMANCEHR2,ECAT/GE,D051395,EN,EN,EC3,,active,,,2011-08-30T22:00:00Z,
ZPERFORMANCEHR2,ZPERFORMANCEHR2,ECAT/GE,D051395,EN,EN,EC3,,active,,,2011-08-30T22:00:00Z,
ZPHT_IDES_RECORD,ZPHT_IDES_RECORD,TABL/DT,I025607,EN,EN,IDT,Meta Data Table for IDES Pharma Demo (Regulatory Submission),active,2016-09-02T11:38:53Z,I025607,,
98000141,98000141,PDTS/MA,I806003,EN,EN,EC3,Revise Label,active,,,,
ZPHT_IDES_RECORD,ZPHT_IDES_RECORD,TABL/DT,I025607,EN,EN,IDT,Meta Data Table for IDES Pharma Demo (Regulatory Submission),active,2016-09-02T11:38:53Z,I025607,,
98000142,98000142,PDTS/MA,I806003,EN,EN,EC3,98000142,active,,,,
98000235,98000235,PDWS/MM,I806003,EN,EN,EC3,Z_LABEL_APPR,active,,,,
ZPHTRIALTAB,ZPHTRIALTAB,TABL/DT,STRENG,EN,EN,EC3,IBS Pharma: Randomization table for clinical trials,active,2016-09-02T12:16:15Z,STRENG,,
ZPH_CTSMUSER,ZPH_CTSMUSER,TABL/DT,STRENG,EN,EN,EC3,Pharma CTSM: enable active users for demo enhancement,active,2016-09-02T12:16:15Z,STRENG,,
ZBUS1176,ZBUS1176,SOBJ/MO,D048299,DE,EN,EC3,ZBUS1176,active,,,,
98000145,98000145,PDTS/MA,D048299,DE,EN,EC3,zph_enh_001,active,,,,
98000146,98000146,PDTS/MA,D048299,EN,EN,EC3,zph_enh_002,active,,,,
98000237,98000237,PDWS/MM,D048299,EN,EN,EC3,zph_enh_w001,active,,,,
ZPH_ATTR_CASE1,ZPH_ATTR_CASE1,TABL/DT,D048299,EN,EN,EC3,Pharman: Medical Engineering Case Attributes,active,2016-09-02T13:02:14Z,D048299,,
ZPH_ENH_SRMT01,ZPH_ENH_SRMT01,TABL/DT,D048299,EN,EN,EC3,Change Request Properties,active,2016-09-02T13:35:38Z,D048299,,
ZPH_QMELCONF,ZPH_QMELCONF,TABL/DT,MORROW,EN,EN,EC3,IBU Pharma - Configuration for notif. digital signature,active,2016-09-02T12:16:15Z,MORROW,,
ZPH_REQ,ZPH_REQ,TABL/DT,D048299,DE,EN,EC3,Anforderungen,active,2016-09-02T13:02:14Z,D048299,,
ZQMEL_EVT_SIGN,ZQMEL_EVT_SIGN,TABL/DT,MORROW,EN,EN,EC3,PH: Event log table for digital signature extensions,active,2016-09-02T11:39:01Z,MORROW,,
ZPH_ENH_SRMV01,ZPH_ENH_SRMV01,VIEW/DV,D048299,EN,EN,EC3,View: change request - task,active,2016-09-02T14:06:42Z,D048299,,
98000123,98000123,PDTS/MA,BONIN,DE,EN,EC3,ZPHDMSRECM,active,,,,
98000124,98000124,PDTS/MA,DURANTER,EN,EN,EC3,ZPHDMS_01,active,,,,
98000125,98000125,PDTS/MA,DURANTER,EN,EN,EC3,ZPHDMS_02,active,,,,
98000126,98000126,PDTS/MA,DURANTER,EN,EN,EC3,ZPHDMS_03,active,,,,
98000127,98000127,PDTS/MA,DURANTER,EN,EN,EC3,ZPHDMSMail1,active,,,,
98000227,98000227,PDWS/MM,BONIN,DE,EN,EC3,ZPH_REGSUBM,active,,,,
98000228,98000228,PDWS/MM,DURANTER,EN,EN,EC3,ZPHDMSAPPR01,active,,,,
ZPHDEMO_ATTRTAB2,ZPHDEMO_ATTRTAB2,TABL/DT,BECKERJO,DE,EN,EC3,Case Attributes,active,2016-09-02T13:02:14Z,BECKERJO,,
ZPH_APPROVERS,ZPH_APPROVERS,TABL/DT,D039599,EN,EN,IDT,Approvers of DIS - digital signaturing,active,2016-09-02T13:02:14Z,D039599,,
ZPH_DISSIGSTRAT,ZPH_DISSIGSTRAT,TABL/DT,D039599,EN,EN,IDT,Signature Strategy per Document and Approval Type,active,2016-09-02T13:02:14Z,D039599,,
ZPH_STRAT2USR,ZPH_STRAT2USR,TABL/DT,D039599,EN,EN,IDT,Signature Strategy per Number of Approvers,active,2016-09-02T11:38:53Z,D039599,,
ZPH_T_APPROVER_DATA,ZPH_T_APPROVER_DATA,TTYP/DA,D039599,EN,EN,IDT,Approver data,active,2016-09-02T12:18:51Z,D039599,,
ZAFVC_NET,ZAFVC_NET,SOBJ/MO,C5191063,EN,EN,EC3,ZAFVC_NET,active,,,2013-06-25T22:00:00Z,
98000228,98000228,PDTS/MA,C5191063,EN,EN,EC3,Stautus_Mail,active,,,2013-06-25T22:00:00Z,
98000230,98000230,PDTS/MA,C5191063,EN,EN,EC3,Project_Def,active,,,2013-06-26T22:00:00Z,
98000231,98000231,PDTS/MA,C5191063,EN,EN,EC3,Mail_DROW,active,,,2013-06-26T22:00:00Z,
98000232,98000232,PDTS/MA,C5191063,EN,EN,EC3,Mail_APOW,active,,,2013-06-26T22:00:00Z,
98000288,98000288,PDWS/MM,C5191063,EN,EN,EC3,PS_Status_ch,active,,,2013-06-25T22:00:00Z,
98000238,98000238,PDTS/MA,BLACKM,EN,EN,EC3,zcrate_Task,active,,,2013-10-30T23:00:00Z,
98000293,98000293,PDWS/MM,BLACKM,EN,EN,EC3,zcrate_Task,active,,,2013-10-30T23:00:00Z,
ZTBL_NOTI,ZTBL_NOTI,TTYP/DA,C5240171,EN,EN,EC3,Table type for Notification,active,2016-09-02T13:43:05Z,C5240171,2016-04-06T22:00:00Z,
ZTBL_OPR,ZTBL_OPR,TTYP/DA,C5240171,EN,EN,EC3,Table type for operation,active,2016-09-02T13:06:45Z,C5240171,2016-04-27T22:00:00Z,
ZTBL_ORD,ZTBL_ORD,TTYP/DA,C5240171,EN,EN,EC3,Workorder List Table type,active,2016-09-02T13:43:05Z,C5240171,2016-04-10T22:00:00Z,
ZBUS1176,ZBUS1176,SOBJ/MO,D048299,DE,EN,EC3,ZBUS1176,active,,,,
98000145,98000145,PDTS/MA,D048299,DE,EN,EC3,zph_enh_001,active,,,,
98000146,98000146,PDTS/MA,D048299,EN,EN,EC3,zph_enh_002,active,,,,
98000237,98000237,PDWS/MM,D048299,EN,EN,EC3,zph_enh_w001,active,,,,
ZPH_ATTR_CASE1,ZPH_ATTR_CASE1,TABL/DT,D048299,EN,EN,EC3,Pharman: Medical Engineering Case Attributes,active,2016-09-02T13:02:14Z,D048299,,
ZPH_ENH_SRMT01,ZPH_ENH_SRMT01,TABL/DT,D048299,EN,EN,EC3,Change Request Properties,active,2016-09-02T13:35:38Z,D048299,,
ZPH_QMELCONF,ZPH_QMELCONF,TABL/DT,MORROW,EN,EN,EC3,IBU Pharma - Configuration for notif. digital signature,active,2016-09-02T12:16:15Z,MORROW,,
ZPH_REQ,ZPH_REQ,TABL/DT,D048299,DE,EN,EC3,Anforderungen,active,2016-09-02T13:02:14Z,D048299,,
ZQMEL_EVT_SIGN,ZQMEL_EVT_SIGN,TABL/DT,MORROW,EN,EN,EC3,PH: Event log table for digital signature extensions,active,2016-09-02T11:39:01Z,MORROW,,
ZPH_ENH_SRMV01,ZPH_ENH_SRMV01,VIEW/DV,D048299,EN,EN,EC3,View: change request - task,active,2016-09-02T14:06:42Z,D048299,,
ZCDS_ABAP_SQL,ZCDS_ABAP_SQL,VIEW/DV,C5242760,EN,EN,EC3,ABAP Catalog Annotation,active,2018-09-17T11:03:18Z,C5242760,2017-01-21T23:00:00Z,
ZCDS_APP,ZCDS_APP,VIEW/DV,C5242760,EN,EN,EC3,append structure for view Zcds_Client_Dep,active,2018-09-17T11:08:27Z,C5242760,2017-01-22T23:00:00Z,
ZCDS_BASIC_SQL,ZCDS_BASIC_SQL,VIEW/DV,C5242760,EN,EN,EC3,Basic CDS View,active,2018-09-17T11:03:19Z,C5242760,2017-01-20T23:00:00Z,
ZCDS_CLIENT_SQL,ZCDS_CLIENT_SQL,VIEW/DV,C5242760,EN,EN,EC3,Client Dependent annotations,active,2018-09-17T11:08:27Z,C5242760,2017-01-21T23:00:00Z,
ZCDS_ENVIRON_SQL,ZCDS_ENVIRON_SQL,VIEW/DV,C5242760,EN,EN,EC3,CDS view for environment annotation,active,2018-09-17T11:03:21Z,C5242760,2017-01-21T23:00:00Z,
ZCDS_SEM_SQL,ZCDS_SEM_SQL,VIEW/DV,C5242760,EN,EN,EC3,Basic CDS View,active,2018-09-17T11:03:21Z,C5242760,2017-01-21T23:00:00Z,
ZCDS_UI_SQL,ZCDS_UI_SQL,VIEW/DV,C5242760,EN,EN,EC3,Basic CDS View,active,2018-09-17T11:20:16Z,C5242760,2017-01-21T23:00:00Z,
ZDEMO_CDS_PFCG,ZDEMO_CDS_PFCG,VIEW/DV,C5242760,EN,EN,EC3,Created from DDL srce ZVIEW_PFCG,active,2018-09-17T11:03:22Z,C5242760,2017-01-21T23:00:00Z,
ZDBR44563,ZDBR44563,SOBJ/MO,C5197861,EN,EN,EC3,ZDBR44563,active,,,2015-05-14T22:00:00Z,
98000295,98000295,PDTS/MA,C5197861,EN,EN,EC3,AsgnPSToMP,active,,,2015-05-14T22:00:00Z,
98000313,98000313,PDWS/MM,C5197861,EN,EN,EC3,AsgnPS-MP,active,,,2015-05-14T22:00:00Z,
ZDT_BSNS_SCTR,ZDT_BSNS_SCTR,TABL/DT,C5197861,EN,EN,EC3,Business Sector,active,2016-09-02T13:02:05Z,C5197861,2015-05-14T22:00:00Z,
ZDT_PRICE_COND,ZDT_PRICE_COND,TABL/DT,C5197861,EN,EN,EC3,Price Conditions,active,2016-09-02T11:38:49Z,C5197861,2015-05-14T22:00:00Z,
ZDT_PROJ_DET,ZDT_PROJ_DET,TABL/DT,C5197861,EN,EN,EC3,Project Details,active,2016-09-02T13:59:50Z,C5197861,2015-05-14T22:00:00Z,
ZDT_PROJ_STAT,ZDT_PROJ_STAT,TABL/DT,C5197861,EN,EN,EC3,Project Status,active,2016-09-02T13:02:05Z,C5197861,2015-05-14T22:00:00Z,
ZDT_REGION,ZDT_REGION,TABL/DT,C5197861,EN,EN,EC3,Region,active,2016-09-02T13:02:05Z,C5197861,2015-05-14T22:00:00Z,
ZBUS1176,ZBUS1176,SOBJ/MO,D048299,DE,EN,EC3,ZBUS1176,active,,,,
ZDT_SUB_REGN,ZDT_SUB_REGN,TABL/DT,C5197861,EN,EN,EC3,Sub region,active,2016-09-02T13:35:31Z,C5197861,2015-05-14T22:00:00Z,
98000145,98000145,PDTS/MA,D048299,DE,EN,EC3,zph_enh_001,active,,,,
ZDT_SUB_SCTR,ZDT_SUB_SCTR,TABL/DT,C5197861,EN,EN,EC3,Sub Sector,active,2016-09-02T13:35:31Z,C5197861,2015-05-14T22:00:00Z,
98000146,98000146,PDTS/MA,D048299,EN,EN,EC3,zph_enh_002,active,,,,
98000237,98000237,PDWS/MM,D048299,EN,EN,EC3,zph_enh_w001,active,,,,
ZPH_ATTR_CASE1,ZPH_ATTR_CASE1,TABL/DT,D048299,EN,EN,EC3,Pharman: Medical Engineering Case Attributes,active,2016-09-02T13:02:14Z,D048299,,
ZPH_ENH_SRMT01,ZPH_ENH_SRMT01,TABL/DT,D048299,EN,EN,EC3,Change Request Properties,active,2016-09-02T13:35:38Z,D048299,,
ZPH_QMELCONF,ZPH_QMELCONF,TABL/DT,MORROW,EN,EN,EC3,IBU Pharma - Configuration for notif. digital signature,active,2016-09-02T12:16:15Z,MORROW,,
ZPH_REQ,ZPH_REQ,TABL/DT,D048299,DE,EN,EC3,Anforderungen,active,2016-09-02T13:02:14Z,D048299,,
ZQMEL_EVT_SIGN,ZQMEL_EVT_SIGN,TABL/DT,MORROW,EN,EN,EC3,PH: Event log table for digital signature extensions,active,2016-09-02T11:39:01Z,MORROW,,
ZTT_GET_MATNR_DET,ZTT_GET_MATNR_DET,TTYP/DA,C5197861,EN,EN,EC3,Get Material Details,active,2016-09-02T13:06:46Z,C5197861,2016-01-19T23:00:00Z,
ZPH_ENH_SRMV01,ZPH_ENH_SRMV01,VIEW/DV,D048299,EN,EN,EC3,View: change request - task,active,2016-09-02T14:06:42Z,D048299,,
ZTT_GET_MATNR_SRCH,ZTT_GET_MATNR_SRCH,TTYP/DA,C5197861,EN,EN,EC3,Material Search,active,2016-09-02T13:06:46Z,C5197861,2016-01-19T23:00:00Z,
ZTT_MSG,ZTT_MSG,TTYP/DA,C5197861,EN,EN,EC3,Message,active,2016-09-02T12:18:54Z,C5197861,2016-01-19T23:00:00Z,
ZBUS47864,ZBUS47864,SOBJ/MO,C5197861,EN,EN,EC3,Create Customer,active,,,2015-11-04T23:00:00Z,
98000310,98000310,PDTS/MA,C5197861,EN,EN,EC3,Instantia_BO,active,,,2015-11-17T23:00:00Z,
98000311,98000311,PDTS/MA,C5197861,EN,EN,EC3,Appro_Reject,active,,,2015-11-17T23:00:00Z,
98000312,98000312,PDTS/MA,C5197861,EN,EN,EC3,SendMail,active,,,2015-11-17T23:00:00Z,
98000321,98000321,PDWS/MM,C5197861,EN,EN,EC3,DBR47864,active,,,2015-11-17T23:00:00Z,
ZBUS48562,ZBUS48562,SOBJ/MO,C5197861,EN,EN,EC3,ZBUS48562,active,,,2015-12-03T23:00:00Z,
98000313,98000313,PDTS/MA,C5197861,EN,EN,EC3,ZDefineWFTmp,active,,,2015-12-03T23:00:00Z,
98000314,98000314,PDTS/MA,C5197861,EN,EN,EC3,ZFIPP_REL,active,,,2015-12-03T23:00:00Z,
98000315,98000315,PDTS/MA,C5197861,EN,EN,EC3,ReleaseDoc,active,,,2015-12-06T23:00:00Z,
98000322,98000322,PDWS/MM,C5197861,EN,EN,EC3,FIPP_FRAME,active,,,2015-12-01T23:00:00Z,
98000323,98000323,PDWS/MM,C5197861,EN,EN,EC3,FIPP_SUBWF_1,active,,,2015-12-01T23:00:00Z,
98000324,98000324,PDWS/MM,C5197861,EN,EN,EC3,FIPP_SUBWF_2,active,,,2015-12-01T23:00:00Z,
98000325,98000325,PDWS/MM,C5197861,EN,EN,EC3,FIPP_cpy,active,,,2015-12-03T23:00:00Z,
ZDT_BELNR,ZDT_BELNR,TABL/DT,C5197861,EN,EN,EC3,Accounting Doc No,active,2016-09-02T11:38:49Z,C5197861,2015-12-03T23:00:00Z,
ZDT_DBR48562,ZDT_DBR48562,TABL/DT,C5197861,EN,EN,EC3,Maintain Approver and Amounts,active,2016-09-02T12:16:00Z,C5197861,2015-12-01T23:00:00Z,
ZB_VENDOR,ZB_VENDOR,SOBJ/MO,C5193497,EN,EN,EC3,ZB_VENDOR,active,,,2015-06-10T22:00:00Z,
98000298,98000298,PDTS/MA,C5193497,EN,EN,EC3,Vendor Block,active,,,2015-06-10T22:00:00Z,
98000315,98000315,PDWS/MM,C5193497,EN,EN,EC3,Vendor Block,active,,,2015-06-10T22:00:00Z,
ZTC_GR_CREATE,ZTC_GR_CREATE,TRAN/T,C5197861,EN,EN,EC3,Create Goods Receipt from flat file,active,,,2015-07-23T22:00:00Z,
ZTT_ERROR_MSG,ZTT_ERROR_MSG,TTYP/DA,C5197861,EN,EN,EC3,Error Message,active,2016-09-02T12:18:54Z,C5197861,2016-08-18T22:00:00Z,
ZATPCUSTSITE,ZATPCUSTSITE,TABL/DT,C5197861,EN,EN,EC3,ATP Check: Customer Site Mapping,active,2016-09-02T12:15:43Z,C5197861,2014-11-16T23:00:00Z,
ZSOITEM_TT,ZSOITEM_TT,TTYP/DA,C5197861,EN,EN,EC3,Table Type for ATP check return,active,2016-09-02T13:06:45Z,C5197861,2014-11-16T23:00:00Z,
ZBUS7050,ZBUS7050,SOBJ/MO,DURANTER,EN,EN,EC3,ZBUS7050,active,,,,
98000131,98000131,PDTS/MA,DURANTER,EN,EN,EC3,ZPLMDMS01,active,,,,
98000132,98000132,PDTS/MA,DURANTER,EN,EN,EC3,ZPLMDMS02,active,,,,
98000133,98000133,PDTS/MA,DURANTER,EN,EN,EC3,ZPLMDMS03,active,,,,
98000134,98000134,PDTS/MA,DURANTER,EN,EN,EC3,ZPLMDMS04,active,,,,
98000135,98000135,PDTS/MA,DURANTER,EN,EN,EC3,Z_PLMRD_003,active,,,,
98000136,98000136,PDTS/MA,DURANTER,EN,EN,EC3,ZPLMECMDISPL,active,,,,
98000137,98000137,PDTS/MA,DURANTER,EN,EN,EC3,ZPLMECMREV,active,,,,
98000138,98000138,PDTS/MA,DURANTER,EN,EN,EC3,ZPLMECMOCM1,active,,,,
98000139,98000139,PDTS/MA,DURANTER,EN,EN,EC3,ZPLMECMOCM1,active,,,,
98000231,98000231,PDWS/MM,DURANTER,EN,EN,EC3,ZPLMDMS01,active,,,,
98000232,98000232,PDWS/MM,DURANTER,EN,EN,EC3,ZPLMDMS02,active,,,,
