OBJECT_TYPE,OBJECT_NAME,TECH_NAME,OBJECT_URI,OBJECT_VIT_URI,EXPANDABLE
XSLT/VT,/AIN/IF_XSL_PML_SENSOR_OUT,/AIN/IF_XSL_PML_SENSOR_OUT,/sap/bc/adt/xslt/transformations/%2fain%2fif_xsl_pml_sensor_out,/sap/bc/adt/vit/wb/object_type/xsltvt/object_name/%2fAIN%2fIF_XSL_PML_SENSOR_OUT,
XSLT/VT,/AIN/IF_XSL_RP_IN,/AIN/IF_XSL_RP_IN,/sap/bc/adt/xslt/transformations/%2fain%2fif_xsl_rp_in,/sap/bc/adt/vit/wb/object_type/xsltvt/object_name/%2fAIN%2fIF_XSL_RP_IN,
XSLT/VT,/AIN/IF_XSL_RP_OUT,/AIN/IF_XSL_RP_OUT,/sap/bc/adt/xslt/transformations/%2fain%2fif_xsl_rp_out,/sap/bc/adt/vit/wb/object_type/xsltvt/object_name/%2fAIN%2fIF_XSL_RP_OUT,
ENHS/XS,/AIN/IF_ENHANCEMENTS,/AIN/IF_ENHANCEMENTS,/sap/bc/adt/enhancements/enhsxs/%2fain%2fif_enhancements,/sap/bc/adt/vit/wb/object_type/enhsxs/object_name/%2fAIN%2fIF_ENHANCEMENTS,X
DEVC/K,/AIN/IFCS,/AIN/IFCS,/sap/bc/adt/vit/wb/object_type/devck/object_name/%2fAIN%2fIFCS,/sap/bc/adt/vit/wb/object_type/devck/object_name/%2fAIN%2fIFCS,X
PINF/KI,/AIN/IFCS,/AIN/IFCS,/sap/bc/adt/vit/wb/object_type/pinfki/object_name/%2fAIN%2fIFCS,/sap/bc/adt/vit/wb/object_type/pinfki/object_name/%2fAIN%2fIFCS,
TABL/DT,/AIN/TDEV_EVENT,/AIN/TDEV_EVENT,/sap/bc/adt/vit/wb/object_type/tabldt/object_name/%2fAIN%2fTDEV_EVENT,/sap/bc/adt/vit/wb/object_type/tabldt/object_name/%2fAIN%2fTDEV_EVENT,
TABL/DT,/AIN/TDEV_EVENTT,/AIN/TDEV_EVENTT,/sap/bc/adt/vit/wb/object_type/tabldt/object_name/%2fAIN%2fTDEV_EVENTT,/sap/bc/adt/vit/wb/object_type/tabldt/object_name/%2fAIN%2fTDEV_EVENTT,
VIEW/DV,/AIN/V_DEVCS,/AIN/V_DEVCS,/sap/bc/adt/vit/wb/object_type/viewdv/object_name/%2fAIN%2fV_DEVCS,/sap/bc/adt/vit/wb/object_type/viewdv/object_name/%2fAIN%2fV_DEVCS,
VIEW/DV,/AIN/V_DEVCS_ATT,/AIN/V_DEVCS_ATT,/sap/bc/adt/vit/wb/object_type/viewdv/object_name/%2fAIN%2fV_DEVCS_ATT,/sap/bc/adt/vit/wb/object_type/viewdv/object_name/%2fAIN%2fV_DEVCS_ATT,
